Genome_Name	Gene_Length_Including_N	Sum_of_valid_dinucleotide_counts	A_Count	T_Count	G_Count	C_Count	AA_Count	AA_OE	AA_Rate	AT_Count	AT_OE	AT_Rate	AG_Count	AG_OE	AG_Rate	AC_Count	AC_OE	AC_Rate	TA_Count	TA_OE	TA_Rate	TT_Count	TT_OE	TT_Rate	TG_Count	TG_OE	TG_Rate	TC_Count	TC_OE	TC_Rate	GA_Count	GA_OE	GA_Rate	GT_Count	GT_OE	GT_Rate	GG_Count	GG_OE	GG_Rate	GC_Count	GC_OE	GC_Rate	CA_Count	CA_OE	CA_Rate	CT_Count	CT_OE	CT_Rate	CG_Count	CG_OE	CG_Rate	CC_Count	CC_OE	CC_Rate	A_Rate	T_Rate	G_Rate	C_Rate
GCA_013373865.2_ASM1337386v2	325522583	325078230	103499733	103449102	59081717	59048851	38086046	1.155789	0.11716	33038215	1.003094	0.101632	15628477	0.830836	0.048076	16746593	0.890773	0.051516	29168751	0.885611	0.089728	38049106	1.155798	0.117046	17367953	0.923761	0.053427	18862916	1.003833	0.058026	18892952	1.004381	0.058118	16742364	0.890488	0.051503	10084949	0.939201	0.031023	13361262	1.245013	0.041102	17351614	0.922954	0.053377	15619012	0.831202	0.048047	16000125	1.490905	0.049219	10077895	0.939589	0.031001	0.31838293058511613	0.3182271809450813	0.1817454949614264	0.18164439350837616
GCA_009936545.3_ASM993654v3	331994715	331535796	92281462	95418955	72430389	71836279	27257150	1.063925	0.082215	23517803	0.887784	0.070936	21990274	1.093591	0.066329	19449735	0.975248	0.058666	19209544	0.72515	0.057941	28764051	1.050123	0.08676	26558125	1.277325	0.080106	20737439	1.005625	0.06255	20135782	1.001366	0.060735	20417717	0.982	0.061585	16364665	1.036872	0.04936	15431852	0.985855	0.046547	25540294	1.28064	0.077036	22646198	1.098187	0.068307	7377324	0.471296	0.022252	16137843	1.039483	0.048676	0.277983770589786	0.2874349877187372	0.2181854535367565	0.21639578815472021
GCA_018135715.1_MEX_DaPlex	245173502	245169194	83153352	83135772	39423211	39456967	30722155	1.089327	0.12531	27343155	0.969722	0.111528	11783740	0.881288	0.048064	13304279	0.994155	0.054266	26127076	0.926594	0.106568	30705496	1.089197	0.125242	13755277	1.028953	0.056105	12547876	0.937832	0.05118	12536549	0.937589	0.051134	13292204	0.994314	0.054216	6676402	1.053185	0.027232	6918037	1.090369	0.028217	13767531	1.028771	0.056155	11794885	0.881553	0.048109	7207780	1.136036	0.029399	6686752	1.053014	0.027274	0.339167062603947	0.339095357052491	0.16079994794780628	0.16093763239575565
GCA_019097775.1_ASM1909777v1	142225902	136537771	41755128	41775275	26501228	26506715	14733956	1.153868	0.107911	11779632	0.92206	0.086274	8221436	1.014445	0.060214	7019923	0.86601	0.051414	9479809	0.742039	0.06943	14737746	1.153052	0.107939	8960816	1.105144	0.065629	8596719	1.06002	0.062962	8591305	1.060083	0.062923	7031344	0.86718	0.051497	5132876	0.997896	0.037593	5745596	1.116785	0.042081	8949898	1.104101	0.065549	8226348	1.014351	0.06025	4185989	0.813641	0.030658	5144378	0.999718	0.037677	0.305812463848068	0.3059600194658869	0.19409366508658307	0.19413385159946203
GCA_013433145.1_ASM1343314v1	278641931	278628875	87321667	86282943	52294031	52730434	32185200	1.176086	0.115513	26381460	0.975615	0.094683	15096920	0.921172	0.054183	13658021	0.826478	0.049019	20020997	0.740398	0.071855	31231525	1.16888	0.11209	17746517	1.09588	0.063692	17283842	1.058475	0.062032	17278660	1.054296	0.062013	13564009	0.837602	0.048681	9152159	0.932494	0.032847	12299174	1.242766	0.044142	17836742	1.079342	0.064016	15105892	0.925096	0.054215	10298408	1.040599	0.036961	9489349	0.950912	0.034057	0.3133975411575407	0.3096695597901978	0.18768332414698646	0.18924957490527505
GCA_016920775.1_B2019C	362665999	360399781	114455460	114458455	65696456	65791436	43648593	1.200844	0.121112	33254410	0.914859	0.092271	17395398	0.833768	0.048267	20156424	0.964711	0.055928	26647687	0.733102	0.073939	43660335	1.201104	0.121144	22920428	1.098556	0.063597	21229422	1.016039	0.058905	21205114	1.016369	0.058838	20112770	0.963988	0.055807	11755417	0.98162	0.032618	12622755	1.052525	0.035024	22953447	1.098579	0.063689	17430316	0.834214	0.048364	13624833	1.136081	0.037805	11782432	0.981038	0.032693	0.3175773755207615	0.31758568568997214	0.18228669980003734	0.18255023898922904
GCA_016802725.1_UNIL_Sinv_3.0	378117066	374260068	119348862	119270952	67807560	67833012	44414821	1.166986	0.118674	37780261	0.993313	0.100947	17979912	0.831506	0.048041	19173760	0.886384	0.051231	32750520	0.861072	0.087507	44354753	1.166931	0.118513	20300233	0.939426	0.054241	21865353	1.011474	0.058423	21841279	1.01008	0.058359	19143237	0.885884	0.05115	11449675	0.93199	0.030593	15373304	1.250899	0.041077	20342147	0.940398	0.054353	17992606	0.832324	0.048075	18077681	1.470949	0.048302	11420526	0.92892	0.030515	0.3188925851212049	0.31868441454554586	0.18117749710224473	0.18124550323100452
GCA_020449905.1_D383_Gpal_1.0	113220295	112252207	35314468	35223970	20854881	20881839	15375387	1.384501	0.136972	10117673	0.913402	0.090133	4793803	0.730958	0.042706	5018833	0.764282	0.04471	7334757	0.662167	0.065342	15273112	1.382367	0.136061	6593413	1.007945	0.058737	6014335	0.918233	0.053579	6001439	0.915098	0.053464	5029689	0.768896	0.044807	5107331	1.318715	0.045499	4713515	1.215461	0.04199	6593641	1.004099	0.05874	4795370	0.732129	0.04272	4357660	1.123697	0.03882	5132249	1.32173	0.045721	0.3145350104962667	0.3137289728864154	0.18574795503739128	0.1859880615799267
GCA_020615345.1_EvoH_TcaCAE_1.0	114976066	114939281	33909574	33914194	23575213	23550585	12454687	1.245186	0.108359	8140816	0.813786	0.070827	6650752	0.956399	0.057863	6660002	0.95873	0.057944	7738026	0.773522	0.067323	12458859	1.245264	0.108395	7001299	1.006671	0.060913	6712954	0.966221	0.058404	6728662	0.967602	0.058541	6663006	0.95803	0.05797	5032321	1.040886	0.043782	5149257	1.066187	0.0448	6985231	1.005548	0.060773	6648158	0.956895	0.057841	4888875	1.012273	0.042534	5026376	1.041832	0.043731	0.2949952329528586	0.2950354244921638	0.20509179651883158	0.20487754603614597
GCA_004794325.1_ASM479432v1	432264763	428689405	127410768	127287102	87014115	86992526	41932743	1.107425	0.097816	32660133	0.863378	0.076186	26529041	1.025886	0.061884	26284723	1.01669	0.061314	27998321	0.740142	0.065311	41866326	1.107821	0.097661	31893864	1.234543	0.074399	25524046	0.988227	0.05954	25562297	0.988502	0.059629	26251149	1.016126	0.061236	17259430	0.977283	0.040261	17938042	1.01596	0.041844	31913043	1.234393	0.074443	26505236	1.026216	0.061829	11328586	0.641619	0.026426	17242425	0.976805	0.040221	0.2971995039259104	0.2969110395015181	0.20296990763411865	0.20291954893845285
GCA_020137395.1_ASM2013739v1	234989291	232493689	71007765	71136762	45303434	45326982	25522573	1.179707	0.109777	21158070	0.976197	0.091005	12403374	0.898595	0.053349	11845000	0.857697	0.050948	15104145	0.696879	0.064966	25598782	1.178942	0.110105	15809425	1.143279	0.067999	14548988	1.051582	0.062578	14510945	1.051284	0.062414	11879094	0.859052	0.051094	8927015	1.01369	0.038397	9921852	1.126072	0.042676	15795508	1.143753	0.06794	12420452	0.897734	0.053423	8101059	0.919423	0.034844	8947407	1.014951	0.038485	0.3050490060693517	0.3056031765412139	0.19462332764914478	0.1947244897402896
GCA_014673585.1_Sbal3.1	486009102	482406537	125725062	125919220	115542952	115246334	36659157	1.118924	0.075992	32654419	0.995153	0.067691	27557948	0.915258	0.057126	28846556	0.960521	0.059797	26351389	0.803066	0.054625	36719617	1.117316	0.076118	34306442	1.137633	0.071115	28534555	0.948667	0.05915	28536265	0.94775	0.059154	28982714	0.961093	0.060079	28470662	1.028898	0.059018	29546806	1.070537	0.061249	34170820	1.137806	0.070834	27555809	0.916127	0.057122	25201588	0.913102	0.052241	28311790	1.02843	0.058689	0.260605957668352	0.2610084130795807	0.23950023311810675	0.23888539613396056
GCA_004794575.1_ASM479457v1	507389202	496918892	141228469	141134640	107283018	107328363	44807208	1.11657	0.09017	34176053	0.852214	0.068776	31226935	1.024375	0.062841	31005694	1.016687	0.062396	29704652	0.740715	0.059778	44752781	1.116697	0.090061	37190775	1.220825	0.074843	29473585	0.967091	0.059313	29487496	0.967314	0.059341	30957657	1.016216	0.062299	22975703	0.992178	0.046236	23847107	1.029373	0.04799	37215940	1.220323	0.074893	31235609	1.024907	0.062859	15874832	0.685246	0.031947	22986865	0.991821	0.046259	0.2841764956587611	0.2839876952235516	0.21587228350493404	0.21596352561275328
GCA_004794655.1_Mca_v2.0.fa	535287142	535286481	158015684	158260343	109515562	109495552	50876509	1.090697	0.095045	40283163	0.862261	0.075255	33491777	1.035976	0.062568	33364077	1.032214	0.062329	35592739	0.761862	0.066493	51036981	1.090757	0.095345	39977330	1.234677	0.074684	31653076	0.977765	0.059133	31605952	0.977643	0.059045	33465309	1.033557	0.062519	21447469	0.95722	0.040067	22996714	1.026552	0.042962	39940300	1.235669	0.074615	33474695	1.034035	0.062536	14598851	0.651679	0.027273	21481539	0.959091	0.040131	0.2951979823479451	0.29565504357968503	0.20459217793912968	0.2045547961332402
GCA_015732765.1_VPISU_Cqui_1.0_pri_paternal	573214445	547044959	172507159	172719494	100955520	100866795	71934168	1.322362	0.131496	46209445	0.848421	0.084471	25987570	0.816315	0.047505	28375763	0.892117	0.051871	34973029	0.642117	0.063931	72104737	1.322241	0.131808	34351006	1.077699	0.062794	31290550	0.982546	0.057199	31306714	0.983399	0.057229	28423277	0.891727	0.051958	21063801	1.130592	0.038505	20158199	1.082936	0.036849	34293066	1.078153	0.062688	25981858	0.815849	0.047495	19553025	1.050425	0.035743	21038751	1.131235	0.038459	0.3153413480162163	0.3157294942561705	0.18454567306669337	0.18438348466091978
GCA_016161895.1_ASM1616189v1	586482770	583837901	187492350	187471003	104535241	104517217	64788575	1.076684	0.11097	57474352	0.955242	0.098442	31528703	0.93976	0.054002	33646828	1.003066	0.05763	49083876	0.81579	0.084071	64792496	1.076994	0.110977	40190276	1.198067	0.068838	33347635	0.99426	0.057118	33360845	0.994369	0.057141	33635442	1.002668	0.057611	20480780	1.094909	0.03508	17026303	0.910388	0.029163	40202153	1.198491	0.068858	31515097	0.939623	0.053979	12300094	0.65768	0.021068	20464446	1.094413	0.035052	0.3210398528063138	0.3210033007137199	0.17899385432905685	0.1789629921509094
GCA_016165875.1_ASM1616587v1	606536932	544706905	164059055	163916335	108363140	108374311	52568178	1.063885	0.096507	46518111	0.942263	0.0854	31256218	0.957694	0.057382	33716296	1.032965	0.061898	39544609	0.801009	0.072598	52482103	1.063994	0.096349	40954898	1.255956	0.075187	30934492	0.948564	0.056791	30934097	0.947825	0.05679	33690084	1.033167	0.06185	22301282	1.03452	0.040942	21432409	0.994112	0.039347	41011901	1.25648	0.075292	31225812	0.957497	0.057326	13850554	0.642439	0.025428	22285861	1.033592	0.040913	0.3011844822655833	0.30092247265380695	0.19893626851363322	0.1989567765669765
GCA_015471945.1_Wsci_v1.0	649175396	648561505	210345976	210518341	114153470	114096217	73676006	1.081804	0.113599	67423139	0.989181	0.103958	35699576	0.965896	0.055044	33379746	0.903584	0.051467	52783040	0.774392	0.081385	73802526	1.081888	0.113794	42909489	1.160019	0.066161	40824778	1.104214	0.062947	40821714	1.104482	0.062942	33407207	0.903133	0.05151	22001185	1.096879	0.033923	17836159	0.889676	0.027501	42866708	1.160394	0.066095	35718147	0.966092	0.055073	13443066	0.670546	0.020728	21969019	1.096375	0.033873	0.3240508981531694	0.32431643702451995	0.17586043329300904	0.1757722315293016
GCA_016086655.4_UVic_Lsal_1.3	647212781	647168342	223723235	223773191	99848356	99832250	87511788	1.131549	0.135223	72727037	0.940168	0.112377	32639623	0.945632	0.050435	30841940	0.893694	0.047657	63789797	0.824634	0.098568	87554761	1.131599	0.135289	37391154	1.083051	0.057777	35034361	1.014949	0.054135	35040637	1.015194	0.054145	30839542	0.893281	0.047653	19324778	1.254474	0.029861	14642069	0.950648	0.022625	37377973	1.083085	0.057756	32648834	0.94584	0.050449	10491476	0.681167	0.016211	19312572	1.254086	0.029842	0.3456909376227678	0.3457681282484079	0.1542829103366573	0.15425802379216697
GCA_019055375.1_ASM1905537v1	490900720	490887759	147059788	147141284	98334217	98360031	49433494	1.122093	0.100702	41186142	0.934369	0.083901	29347307	0.996243	0.059784	27090606	0.919394	0.055187	32944210	0.747388	0.067111	49447429	1.121167	0.100731	32445446	1.100804	0.066095	32301935	1.095648	0.065803	32253624	1.094903	0.065705	27103022	0.919547	0.055212	17333073	0.879958	0.03531	21642953	1.098471	0.044089	32426210	1.100472	0.066056	29402373	0.997298	0.059896	19206967	0.974835	0.039127	17322968	0.878983	0.035289	0.2995746384381909	0.2997406534655902	0.20031606127351143	0.20036864682270752
GCA_004794785.1_ICG_Ofel_1.0	679245959	606961482	169901944	169687820	133673983	133737746	52934427	1.113166	0.087212	42681224	0.898682	0.070319	36476111	0.974949	0.060096	37798624	1.009815	0.062275	35114687	0.739364	0.057853	52815676	1.113474	0.087017	43649920	1.168165	0.071915	38097034	1.019072	0.062767	38111193	1.018652	0.06279	37748357	1.010227	0.062192	28700664	0.975027	0.047286	29104875	0.988287	0.047952	43731319	1.168311	0.07205	36430733	0.9745	0.060021	24838406	0.843415	0.040923	28728232	0.975033	0.047331	0.27990366738686095	0.27955091042914454	0.22022018815693423	0.22032523402706028
GCA_009193005.1_LLUY_1.0	687706213	601529755	180027903	179975438	120827404	120780076	54696668	1.015443	0.090929	53330801	0.990374	0.088659	32354621	0.894963	0.053787	39618270	1.096313	0.065863	46172574	0.857443	0.076759	54635050	1.01489	0.090827	46523300	1.287259	0.077342	32621535	0.902963	0.054231	32625722	0.902462	0.054238	39656160	1.097251	0.065926	23485207	0.967916	0.039042	25044388	1.03258	0.041634	46510110	1.287023	0.07732	32325870	0.894779	0.053739	18449548	0.760675	0.030671	23479931	0.968457	0.039034	0.29924312647960166	0.29915591893916416	0.20083981168949086	0.2007611428917433
GCA_014220965.1_P_kellicotti_1.0.allpaths.nc.pg.lrna	696536264	616496519	175796151	175819898	132475941	132511047	54265001	1.082884	0.088022	45600636	0.909859	0.073967	35410801	0.937713	0.057439	40488550	1.071893	0.065675	37918926	0.756588	0.061507	54279287	1.082876	0.088045	44640506	1.181965	0.07241	38950649	1.031039	0.063181	38940145	1.031174	0.063164	40484812	1.071933	0.065669	25710661	0.903483	0.041704	27315833	0.959635	0.044308	44641398	1.181835	0.072411	35424627	0.937704	0.057461	26693512	0.937772	0.043299	25731175	0.903725	0.041738	0.2851042574414047	0.28514277006391064	0.2148480189856736	0.214904953509011
GCA_017591395.1_ASM1759139v1	625207408	625184357	176139181	176114653	136517633	136428332	56446855	1.137516	0.090288	45828658	0.923667	0.073304	37844861	0.983992	0.060534	36014190	0.937007	0.057606	39070375	0.787455	0.062494	56408204	1.137053	0.090227	42282621	1.09953	0.067632	38349231	0.997898	0.061341	38375447	0.997788	0.061383	36076857	0.938154	0.057706	30480897	1.022539	0.048755	31581161	1.060143	0.050515	42242353	1.099049	0.067568	37796497	0.983515	0.060457	25905618	0.869621	0.041437	30480532	1.023866	0.048754	0.28173262576496766	0.2816933935066732	0.21835840833339742	0.2182155723949617
GCA_008360955.1_F_buski_1.0.allpaths-lg	748157630	720081224	206698442	206796266	153351347	153271678	66703584	1.124347	0.092633	55905025	0.941882	0.077637	41064896	0.932978	0.057028	43014691	0.977785	0.059736	43280364	0.729183	0.060105	66759723	1.124229	0.092711	50641275	1.150005	0.070327	46104763	1.047531	0.064027	46149531	1.048499	0.064089	43054004	0.977707	0.05979	31889563	0.97656	0.044286	32250426	0.988124	0.044787	50554720	1.14918	0.070207	41067474	0.93308	0.057032	29747038	0.911422	0.041311	31894147	0.977716	0.044292	0.28703423416459595	0.28717007861824173	0.21295316025775468	0.2128425269594076
GCA_020405105.1_ASM2040510v1	475020277	474281583	136555843	136077963	101337897	101048574	43604799	1.112504	0.091939	36806043	0.942343	0.077604	28403280	0.976505	0.059887	27530064	0.949194	0.058046	29173807	0.746935	0.061512	43344065	1.113633	0.091389	33101980	1.142043	0.069794	30253214	1.046747	0.063787	30389299	1.044784	0.064074	27497890	0.948697	0.057978	20888203	0.96771	0.044042	22404904	1.040948	0.04724	33180876	1.144025	0.06996	28218038	0.976331	0.059496	18780720	0.872566	0.039598	20704401	0.964696	0.043654	0.28747371346423595	0.28646769325175564	0.21333383416809384	0.21272475911591454
GCA_018292915.2_EWHU_Batt_1.5	715684482	715683619	197381360	197384714	160507454	160410954	61330337	1.12664	0.085695	44105011	0.810197	0.061626	41947907	0.947613	0.058612	49997846	1.130143	0.06986	37622617	0.691117	0.052569	61334650	1.126681	0.085701	56894387	1.285236	0.079497	41532853	0.938785	0.058032	41557883	0.938802	0.058067	50034768	1.130278	0.069912	35352004	0.982077	0.049396	33562592	0.932929	0.046896	56870275	1.285486	0.079463	41910037	0.947311	0.058559	26312957	0.731413	0.036766	35317495	0.9823	0.049348	0.2757938239046519	0.2757985103273484	0.22427125086107427	0.22413641490692543
GCA_018389105.1_ASM1838910v1	729019367	729016624	231152282	230853347	133474598	133539140	83669796	1.141598	0.114771	64729517	0.884318	0.08879	43549421	1.029026	0.059737	39202394	0.925863	0.053774	56289480	0.769013	0.077213	83482046	1.141988	0.114513	48858061	1.155958	0.067019	42223083	0.998495	0.057918	42231278	0.99788	0.057929	39129155	0.925777	0.053674	26112259	1.068533	0.035818	26001503	1.063486	0.035667	48960979	1.156336	0.06716	43511646	1.028967	0.059685	14954350	0.611647	0.020513	26111656	1.067476	0.035818	0.317072896089467	0.3166628452546995	0.18308786301420713	0.18317639564162636
GCA_019095985.1_ASM1909598v1	701453095	699261427	216984199	217057703	132637563	132609969	71415121	1.060738	0.102129	67230732	0.998249	0.096145	37293470	0.906176	0.053333	41036017	0.997322	0.058685	55670810	0.826606	0.079614	71469328	1.060825	0.102207	52030514	1.263836	0.074408	37878047	0.92026	0.054169	37865771	0.920082	0.054151	41048202	0.997073	0.058702	27098457	1.077174	0.038753	26619960	1.058374	0.038069	52023451	1.264356	0.074398	37300543	0.906229	0.053343	16210145	0.644494	0.023182	27070859	1.076525	0.038714	0.3102924031882341	0.3103975156015299	0.18967477063295654	0.1896353105772795
GCA_012932295.1_ASM1293229v1	903119975	902100712	296854385	296744220	154208034	154294774	108842857	1.114214	0.120655	87251680	0.893519	0.096721	49376025	0.973019	0.054734	51383583	1.012011	0.05696	77851225	0.797252	0.0863	108800999	1.114613	0.120608	61277204	1.207996	0.067927	48814570	0.961771	0.054112	48839454	0.962445	0.05414	51315751	1.011619	0.056885	27522336	1.044064	0.030509	26530362	1.005867	0.02941	61320608	1.207723	0.067975	49375562	0.972824	0.054734	16032361	0.607848	0.017772	27566135	1.04455	0.030558	0.3290698592443065	0.3289477388281178	0.17094312432919334	0.1710392775983824
GCA_013368495.1_P_heterotremus_1.0.allpaths.pg.lrna	841211332	777830745	225410767	224711196	163841092	163942204	70474360	1.079071	0.090604	58871103	0.904214	0.075686	44628864	0.940127	0.057376	51414853	1.082409	0.0661	49901537	0.766448	0.064155	70065719	1.079505	0.090078	56256138	1.18875	0.072324	48467175	1.02353	0.062311	48570665	1.023163	0.062444	51246500	1.082892	0.065884	31357595	0.908794	0.040314	32649952	0.945665	0.041976	56443401	1.188273	0.072565	44506560	0.93989	0.057219	31582258	0.91474	0.040603	31394065	0.908729	0.040361	0.2897663492978134	0.2888670482686633	0.2106183112974687	0.21074829113605464
GCA_013340265.1_CopFor1.0	875711502	851705859	252805686	253490286	172946104	172491345	81477158	1.085875	0.095663	67171781	0.892805	0.078867	49679074	0.967818	0.058329	54469843	1.063946	0.063954	62939506	0.836552	0.073898	81853560	1.085007	0.096105	61728672	1.199313	0.072477	46961202	0.914805	0.055138	46994165	0.915512	0.055177	54789750	1.064498	0.064329	35341370	1.006421	0.041495	35814378	1.022579	0.04205	61387558	1.199068	0.072076	49667184	0.967517	0.058315	26191059	0.747812	0.030751	35239599	1.008821	0.041375	0.2968131574585706	0.2976169300746507	0.2030519171091679	0.20251799535761084
GCA_004382765.1_QAU_Acon_1.1	874784041	867693485	279276046	279203275	154738031	154595592	93062276	1.0356	0.107252	89108565	0.991862	0.102696	44949909	0.902784	0.051804	52117849	1.047711	0.060065	79373623	0.883503	0.091477	93028893	1.035769	0.107214	59225598	1.18981	0.068256	47537916	0.955891	0.054787	47637436	0.956761	0.054901	52148729	1.04764	0.0601	30862831	1.118736	0.035569	24066644	0.873187	0.027736	59165199	1.189382	0.068187	44880016	0.902446	0.051723	19677302	0.713933	0.022678	30850699	1.120358	0.035555	0.3218159488526827	0.3217320932239978	0.17830804676266732	0.17814391116065215
GCA_008508345.1_ASM850834v1	922849782	876279293	248207223	248302609	189990029	189857316	76181493	1.083778	0.086937	63300394	0.900182	0.072238	50828374	0.944671	0.058005	57875064	1.07639	0.066046	52635117	0.748514	0.060067	76245295	1.083853	0.08701	64145342	1.191716	0.073202	55255571	1.027276	0.063057	55281951	1.027443	0.063087	57921777	1.076092	0.0661	37605322	0.913077	0.042915	39164389	0.951597	0.044694	64087301	1.191928	0.073136	50813215	0.944687	0.057987	37393195	0.908561	0.042673	37545493	0.912899	0.042846	0.28322609720579717	0.2833349409541037	0.21679519947606934	0.2166437623640298
GCA_014338405.1_P_miyazaki_1.0.pg.lrna	915809684	836365133	241763369	241817629	176439492	176439566	75459561	1.08001	0.090223	63781254	0.91266	0.07626	47750454	0.936452	0.057093	54744919	1.073623	0.065456	53766641	0.769359	0.064286	75490138	1.079963	0.09026	60484278	1.185914	0.072318	52051760	1.020577	0.062236	52038477	1.020546	0.06222	54769130	1.073857	0.065485	33833735	0.909186	0.040453	35776418	0.96139	0.042776	60473686	1.185972	0.072305	47750096	0.936235	0.057092	34350069	0.923061	0.041071	33844517	0.909475	0.040466	0.2890315769005472	0.28909644550916846	0.21093594456111123	0.21093603302917313
GCA_019649035.1_Ema_v1	790322091	707652070	224361237	224733750	129374828	129408471	81562405	1.147339	0.115258	60055782	0.843405	0.084866	44108139	1.076015	0.06233	38568877	0.940641	0.054503	56301306	0.790678	0.079561	81746699	1.146122	0.115518	45145001	1.099484	0.063795	41471893	1.009765	0.058605	41362888	1.009045	0.058451	38650603	0.941316	0.054618	24387117	1.031712	0.034462	24926528	1.054257	0.035224	45065363	1.099081	0.063683	44214723	1.076548	0.062481	15691070	0.663648	0.022173	24393676	1.031453	0.034471	0.31694888999604093	0.3174751287681114	0.18276422735193207	0.18281175388391557
GCA_013387265.2_ASM1338726v2	988020473	987999664	321623766	321737224	172299007	172340076	116549330	1.113194	0.117965	102762083	0.981162	0.10401	52465794	0.935411	0.053103	49846398	0.888498	0.050452	80396018	0.767613	0.081373	116642566	1.113298	0.118059	62015871	1.105289	0.062769	62682605	1.116906	0.063444	62658378	1.117134	0.063419	49830542	0.888114	0.050436	31149627	1.036679	0.031528	28660423	0.95361	0.029009	62019893	1.105487	0.062773	52501875	0.935501	0.05314	26667667	0.887305	0.026992	31150594	1.036218	0.031529	0.3255301034780389	0.32564493950194273	0.17439169460466225	0.17443326241535612
GCA_020458035.1_ASM2045803v1	663145247	662865750	220294985	220128173	111198365	111244749	81703777	1.115987	0.123258	69628973	0.951779	0.105042	33200431	0.898394	0.050086	35761628	0.967296	0.05395	60039879	0.820703	0.090576	81585842	1.116066	0.12308	42673495	1.155608	0.064377	35828770	0.969847	0.054051	35815120	0.969147	0.054031	35719662	0.967296	0.053887	21359574	1.145044	0.032223	18303923	0.980827	0.027613	42736019	1.155942	0.064472	33193538	0.898514	0.050076	13964778	0.748311	0.021067	21350341	1.143594	0.032209	0.3323369951156604	0.3320853425470409	0.1677538437194765	0.1678238186178222
GCA_019059575.1_NRLGWU_Aamphi_draft	807604242	807601599	202839291	202917702	200992515	200854734	58643925	1.151115	0.072615	50048843	0.982024	0.061972	46680669	0.924709	0.057802	47465166	0.940894	0.058773	39492965	0.774904	0.048902	58706301	1.151449	0.072692	55511559	1.099217	0.068736	49206207	0.97503	0.060929	49213010	0.974873	0.060937	47513457	0.940842	0.058833	51263512	1.024822	0.063476	53001887	1.060302	0.065629	55488691	1.099943	0.068708	46648465	0.924348	0.057762	47536119	0.950959	0.058861	51180823	1.024574	0.063374	0.25116174538369995	0.25125883625559264	0.2488750114811804	0.24870440687952702
GCA_011326945.2_ASM1132694v2	1126058101	1124880054	359819696	365539808	199855471	200701896	126949235	1.105011	0.112856	103309800	0.885173	0.091841	60557773	0.94902	0.053835	68734061	1.07261	0.061103	101666465	0.871093	0.09038	130485676	1.100525	0.116	72388720	1.116675	0.064352	60610544	0.93104	0.053882	59164016	0.927178	0.052596	69677359	1.074849	0.061942	34860084	0.983564	0.03099	35975515	1.010755	0.031982	71668073	1.118396	0.063712	61783526	0.949058	0.054925	31846032	0.894735	0.028311	35203175	0.984885	0.031295	0.31957927380590784	0.3246596772951278	0.1775046419035318	0.1782564069954326
GCA_019648995.1_PoB_v1	927888823	848916563	272298125	272472264	152263051	152201761	100207728	1.148161	0.118042	76894354	0.880478	0.090579	52488974	1.075523	0.061831	42617039	0.873595	0.050202	66019294	0.755953	0.077769	100297285	1.147719	0.118147	54427303	1.114528	0.064114	51633699	1.057748	0.060823	51627566	1.057873	0.060816	42672375	0.873818	0.050267	28540833	1.045848	0.03362	29354064	1.076081	0.034578	54348025	1.114065	0.06402	52518300	1.07587	0.061865	16741250	0.613712	0.019721	28528474	1.046237	0.033606	0.3206392347836745	0.3208442886954706	0.17929432366993936	0.17922215285091556
GCA_007844125.1_ASM784412v1	1220848272	1212677538	392683842	392682431	213529161	213784554	134415721	1.057088	0.110842	121329297	0.954176	0.100051	64036873	0.926141	0.052806	72901121	1.053081	0.060116	110160259	0.866338	0.090841	134427837	1.057191	0.110852	85610344	1.238154	0.070596	62483238	0.902595	0.051525	62388941	0.902307	0.051447	72830266	1.05332	0.060057	39177806	1.042012	0.032307	39131724	1.039543	0.032269	85718133	1.238227	0.070685	64094262	0.925867	0.052854	24703718	0.65626	0.020371	39267998	1.041917	0.032381	0.32381489418954607	0.32381373065092584	0.1760803865100147	0.17629098864951337
GCA_020233015.1_Csap_IMET_v1	997995872	795835767	237571547	237457576	160516508	160479129	77061053	1.087116	0.09683	59331695	0.837406	0.074553	54468432	1.137262	0.068442	46661496	0.974485	0.058632	55078052	0.77737	0.069208	77046558	1.087955	0.096812	53171794	1.110722	0.066813	52112719	1.088852	0.065482	52165303	1.089174	0.065548	46618273	0.973823	0.058578	35600724	1.100143	0.044734	26087461	0.806349	0.03278	53218453	1.111422	0.066871	54412055	1.136895	0.068371	17229057	0.532541	0.021649	35572642	1.099787	0.044698	0.2984474339717775	0.2983042587770762	0.20164763216661752	0.20160067508452878
GCA_007657795.1_UV_Dro_v1.1	1241703712	1178563713	383814423	383745886	205644186	205506242	135940051	1.087843	0.115344	121829094	0.975096	0.103371	56124696	0.838258	0.047621	69874791	1.044325	0.059288	105147291	0.841578	0.089216	135955271	1.088354	0.115357	81902909	1.22349	0.069494	60692042	0.907245	0.051497	60730679	0.907051	0.051529	69950402	1.04494	0.059352	35724912	0.995863	0.030312	39212944	1.093829	0.033272	81947410	1.224758	0.069532	55965303	0.836588	0.047486	31864588	0.88885	0.027037	35701330	0.996542	0.030292	0.32562223364221377	0.3255640879090423	0.1744653540048308	0.17434832444391316
