Region	Reference	Start	End	Strand	Score
300303at33208_r2.m1.g1.t1_4_exon	OZ210592.1	31125460	31125571	+	0.97
300303at33208_r2.m1.g1.t1_4_intron	OZ210592.1	31125571	31125702	+	0.97
300303at33208_r2.m1.g1.t1_5_exon	OZ210592.1	31125702	31126132	+	0.96
300303at33208_r2.m1.g1.t1_5_intron	OZ210592.1	31126132	31127836	+	0.96
300303at33208_r2.m1.g1.t1_6_exon	OZ210592.1	31127836	31128073	+	0.72
300303at33208_r2.m1.g1.t1_6_intron	OZ210592.1	31128073	31128185	+	0.72
300303at33208_r2.m1.g1.t1_7_exon	OZ210592.1	31128185	31128370	+	0.71
300303at33208_r2.m1.g1.t1_7_intron	OZ210592.1	31128370	31128413	+	0.71
300303at33208_r2.m1.g1.t1_8_exon	OZ210592.1	31128413	31128605	+	0.96
300303at33208_r2.m1.g1.t1_8_intron	OZ210592.1	31128605	31129869	+	0.96
300303at33208_r2.m1.g1.t1_9_exon	OZ210592.1	31129869	31129956	+	0.71
300303at33208_r2.m1.g1.t1_9_intron	OZ210592.1	31129956	31130000	+	0.71
300303at33208_r2.m1.g1.t1_10_exon	OZ210592.1	31130000	31130115	+	0.95
300303at33208_r2.m1.g1.t1_10_intron	OZ210592.1	31130115	31130417	+	0.95
300303at33208_r2.m1.g1.t1_11_exon	OZ210592.1	31130417	31130738	+	0.76
300303at33208_r2.m1.g1.t1_11_intron	OZ210592.1	31130738	31131206	+	0.76
300303at33208_r2.m1.g1.t1_12_exon	OZ210592.1	31131206	31131438	+	0.87
300303at33208_r2.m1.g1.t1_12_intron	OZ210592.1	31131438	31133289	+	0.87
300303at33208_r2.m1.g1.t1_13_exon	OZ210592.1	31133289	31133471	+	0.69
300303at33208_r2.m1.g1.t1_downstream1	OZ210592.1	31133371	31133471	+	0.69
300303at33208_r2.m1.g1.t1_downstream2	OZ210592.1	31133471	31133671	+	0.69
319574at33208_r2.m1.g1.t1_upstream1	OZ210596.1	17380428	17380628	+	0.01
319574at33208_r2.m1.g1.t1_upstream2	OZ210596.1	17380628	17380828	+	0.01
319574at33208_r2.m1.g1.t1_1_exon	OZ210596.1	17380728	17380900	+	0.24
319574at33208_r2.m1.g1.t1_1_intron	OZ210596.1	17380900	17381785	+	0.24
319574at33208_r2.m1.g1.t1_2_exon	OZ210596.1	17381785	17381822	+	0.29
319574at33208_r2.m1.g1.t1_2_intron	OZ210596.1	17381822	17383707	+	0.29
319574at33208_r2.m1.g1.t1_3_exon	OZ210596.1	17383707	17383957	+	0.67
319574at33208_r2.m1.g1.t1_3_intron	OZ210596.1	17383957	17384014	+	0.67
319574at33208_r2.m1.g1.t1_4_exon	OZ210596.1	17384014	17384149	+	0.89
319574at33208_r2.m1.g1.t1_4_intron	OZ210596.1	17384149	17384599	+	0.89
319574at33208_r2.m1.g1.t1_5_exon	OZ210596.1	17384599	17384815	+	1.0
319574at33208_r2.m1.g1.t1_5_intron	OZ210596.1	17384815	17387256	+	1.0
319574at33208_r2.m1.g1.t1_6_exon	OZ210596.1	17387256	17387447	+	1.0
319574at33208_r2.m1.g1.t1_6_intron	OZ210596.1	17387447	17387491	+	1.0
319574at33208_r2.m1.g1.t1_7_exon	OZ210596.1	17387491	17387680	+	0.71
319574at33208_r2.m1.g1.t1_7_intron	OZ210596.1	17387680	17389984	+	0.71
319574at33208_r2.m1.g1.t1_8_exon	OZ210596.1	17389984	17390257	+	0.95
319574at33208_r2.m1.g1.t1_8_intron	OZ210596.1	17390257	17390634	+	0.95
319574at33208_r2.m1.g1.t1_9_exon	OZ210596.1	17390634	17390814	+	0.96
319574at33208_r2.m1.g1.t1_9_intron	OZ210596.1	17390814	17390854	+	0.96
319574at33208_r2.m1.g1.t1_10_exon	OZ210596.1	17390854	17391093	+	0.79
319574at33208_r2.m1.g1.t1_10_intron	OZ210596.1	17391093	17391227	+	0.79
319574at33208_r2.m1.g1.t1_11_exon	OZ210596.1	17391227	17391449	+	0.97
319574at33208_r2.m1.g1.t1_11_intron	OZ210596.1	17391449	17391491	+	0.97
319574at33208_r2.m1.g1.t1_12_exon	OZ210596.1	17391491	17391702	+	0.24
319574at33208_r2.m1.g1.t1_12_intron	OZ210596.1	17391702	17392446	+	0.24
319574at33208_r2.m1.g1.t1_13_exon	OZ210596.1	17392446	17392534	+	0.09
319574at33208_r2.m1.g1.t1_downstream1	OZ210596.1	17392434	17392534	+	0.09
319574at33208_r2.m1.g1.t1_downstream2	OZ210596.1	17392534	17392734	+	0.09
320390at33208_r2.m1.g1.t1_upstream1	OZ210594.1	31468035	31468235	+	0.01
320390at33208_r2.m1.g1.t1_upstream2	OZ210594.1	31468235	31468435	+	0.01
320390at33208_r2.m1.g1.t1_1_exon	OZ210594.1	31468335	31468468	+	0.13
320390at33208_r2.m1.g1.t1_1_intron	OZ210594.1	31468468	31468819	+	0.13
320390at33208_r2.m1.g1.t1_2_exon	OZ210594.1	31468819	31468914	+	0.5
320390at33208_r2.m1.g1.t1_2_intron	OZ210594.1	31468914	31469027	+	0.5
320390at33208_r2.m1.g1.t1_3_exon	OZ210594.1	31469027	31469138	+	1.0
320390at33208_r2.m1.g1.t1_3_intron	OZ210594.1	31469138	31470419	+	1.0
320390at33208_r2.m1.g1.t1_4_exon	OZ210594.1	31470419	31470522	+	0.37
320390at33208_r2.m1.g1.t1_4_intron	OZ210594.1	31470522	31470774	+	0.37
320390at33208_r2.m1.g1.t1_5_exon	OZ210594.1	31470774	31470966	+	0.29
320390at33208_r2.m1.g1.t1_5_intron	OZ210594.1	31470966	31473244	+	0.29
320390at33208_r2.m1.g1.t1_6_exon	OZ210594.1	31473244	31473542	+	0.47
320390at33208_r2.m1.g1.t1_6_intron	OZ210594.1	31473542	31473781	+	0.47
320390at33208_r2.m1.g1.t1_7_exon	OZ210594.1	31473781	31473921	+	0.52
320390at33208_r2.m1.g1.t1_7_intron	OZ210594.1	31473921	31473976	+	0.52
320390at33208_r2.m1.g1.t1_8_exon	OZ210594.1	31473976	31473981	+	0.28
320390at33208_r2.m1.g1.t1_downstream1	OZ210594.1	31473881	31473981	+	0.28
320390at33208_r2.m1.g1.t1_downstream2	OZ210594.1	31473981	31474181	+	0.28
327301at33208_r2.m1.g1.t1_upstream1	OZ210594.1	26183099	26183299	+	0.02
327301at33208_r2.m1.g1.t1_upstream2	OZ210594.1	26183299	26183499	+	0.02
327301at33208_r2.m1.g1.t1_1_exon	OZ210594.1	26183399	26183528	+	0.36
327301at33208_r2.m1.g1.t1_1_intron	OZ210594.1	26183528	26183573	+	0.36
327301at33208_r2.m1.g1.t1_2_exon	OZ210594.1	26183573	26184001	+	0.18
327301at33208_r2.m1.g1.t1_2_intron	OZ210594.1	26184001	26184238	+	0.18
327301at33208_r2.m1.g1.t1_3_exon	OZ210594.1	26184238	26184373	+	0.83
327301at33208_r2.m1.g1.t1_3_intron	OZ210594.1	26184373	26184422	+	0.83
327301at33208_r2.m1.g1.t1_4_exon	OZ210594.1	26184422	26184457	+	0.93
327301at33208_r2.m1.g1.t1_4_intron	OZ210594.1	26184457	26184738	+	0.93
327301at33208_r2.m1.g1.t1_5_exon	OZ210594.1	26184738	26188429	+	0.35
327301at33208_r2.m1.g1.t1_5_intron	OZ210594.1	26188429	26189269	+	0.35
327301at33208_r2.m1.g1.t1_6_exon	OZ210594.1	26189269	26189507	+	0.91
327301at33208_r2.m1.g1.t1_6_intron	OZ210594.1	26189507	26189557	+	0.91
327301at33208_r2.m1.g1.t1_7_exon	OZ210594.1	26189557	26189610	+	0.77
327301at33208_r2.m1.g1.t1_7_intron	OZ210594.1	26189610	26192069	+	0.77
327301at33208_r2.m1.g1.t1_8_exon	OZ210594.1	26192069	26192339	+	0.9
327301at33208_r2.m1.g1.t1_downstream1	OZ210594.1	26192239	26192339	+	0.9
327301at33208_r2.m1.g1.t1_downstream2	OZ210594.1	26192339	26192539	+	0.9
334342at33208_r2.m1.g2.t1_upstream1	OZ210593.1	31242297	31242497	+	0.25
334342at33208_r2.m1.g2.t1_upstream2	OZ210593.1	31242497	31242697	+	0.25
334342at33208_r2.m1.g2.t1_1_exon	OZ210593.1	31242597	31242684	+	0.36
334342at33208_r2.m1.g2.t1_1_intron	OZ210593.1	31242684	31243056	+	0.36
334342at33208_r2.m1.g2.t1_2_exon	OZ210593.1	31243056	31243512	+	0.87
334342at33208_r2.m1.g2.t1_2_intron	OZ210593.1	31243512	31243647	+	0.87
334342at33208_r2.m1.g2.t1_3_exon	OZ210593.1	31243647	31243937	+	0.94
334342at33208_r2.m1.g2.t1_3_intron	OZ210593.1	31243937	31244392	+	0.94
334342at33208_r2.m1.g2.t1_4_exon	OZ210593.1	31244392	31244660	+	0.82
334342at33208_r2.m1.g2.t1_downstream1	OZ210593.1	31244560	31244660	+	0.82
334342at33208_r2.m1.g2.t1_downstream2	OZ210593.1	31244660	31244860	+	0.82
354949at33208_r2.m1.g1.t1_upstream1	OZ210593.1	16496282	16496482	+	0.02
354949at33208_r2.m1.g1.t1_upstream2	OZ210593.1	16496482	16496682	+	0.02
354949at33208_r2.m1.g1.t1_1_exon	OZ210593.1	16496582	16496753	+	0.53
354949at33208_r2.m1.g1.t1_1_intron	OZ210593.1	16496753	16497265	+	0.53
354949at33208_r2.m1.g1.t1_2_exon	OZ210593.1	16497265	16497378	+	1.0
354949at33208_r2.m1.g1.t1_2_intron	OZ210593.1	16497378	16497422	+	1.0
354949at33208_r2.m1.g1.t1_3_exon	OZ210593.1	16497422	16497462	+	0.97
354949at33208_r2.m1.g1.t1_3_intron	OZ210593.1	16497462	16497949	+	0.97
354949at33208_r2.m1.g1.t1_4_exon	OZ210593.1	16497949	16498237	+	0.97
354949at33208_r2.m1.g1.t1_4_intron	OZ210593.1	16498237	16498775	+	0.97
354949at33208_r2.m1.g1.t1_5_exon	OZ210593.1	16498775	16498956	+	0.98
354949at33208_r2.m1.g1.t1_5_intron	OZ210593.1	16498956	16499194	+	0.98
354949at33208_r2.m1.g1.t1_6_exon	OZ210593.1	16499194	16499274	+	0.59
354949at33208_r2.m1.g1.t1_6_intron	OZ210593.1	16499274	16499719	+	0.59
354949at33208_r2.m1.g1.t1_7_exon	OZ210593.1	16499719	16499772	+	0.48
354949at33208_r2.m1.g1.t1_7_intron	OZ210593.1	16499772	16500165	+	0.48
354949at33208_r2.m1.g1.t1_8_exon	OZ210593.1	16500165	16500337	+	0.55
354949at33208_r2.m1.g1.t1_8_intron	OZ210593.1	16500337	16500410	+	0.55
354949at33208_r2.m1.g1.t1_9_exon	OZ210593.1	16500410	16500423	+	0.33
354949at33208_r2.m1.g1.t1_9_intron	OZ210593.1	16500423	16501658	+	0.33
354949at33208_r2.m1.g1.t1_10_exon	OZ210593.1	16501658	16501689	+	0.52
354949at33208_r2.m1.g1.t1_10_intron	OZ210593.1	16501689	16501732	+	0.52
354949at33208_r2.m1.g1.t1_11_exon	OZ210593.1	16501732	16501876	+	0.82
354949at33208_r2.m1.g1.t1_11_intron	OZ210593.1	16501876	16501917	+	0.82
354949at33208_r2.m1.g1.t1_12_exon	OZ210593.1	16501917	16502042	+	0.83
354949at33208_r2.m1.g1.t1_12_intron	OZ210593.1	16502042	16502430	+	0.83
354949at33208_r2.m1.g1.t1_13_exon	OZ210593.1	16502430	16502508	+	0.49
354949at33208_r2.m1.g1.t1_13_intron	OZ210593.1	16502508	16502915	+	0.49
354949at33208_r2.m1.g1.t1_14_exon	OZ210593.1	16502915	16502995	+	0.73
354949at33208_r2.m1.g1.t1_downstream1	OZ210593.1	16502895	16502995	+	0.73
354949at33208_r2.m1.g1.t1_downstream2	OZ210593.1	16502995	16503195	+	0.73
355210at33208_r2.m1.g2.t1_upstream1	OZ210592.1	19332995	19333195	+	0.1
355210at33208_r2.m1.g2.t1_upstream2	OZ210592.1	19333195	19333395	+	0.1
355210at33208_r2.m1.g2.t1_1_exon	OZ210592.1	19333295	19333430	+	0.43
355210at33208_r2.m1.g2.t1_1_intron	OZ210592.1	19333430	19334048	+	0.43
355210at33208_r2.m1.g2.t1_2_exon	OZ210592.1	19334048	19334337	+	0.56
355210at33208_r2.m1.g2.t1_2_intron	OZ210592.1	19334337	19334649	+	0.56
355210at33208_r2.m1.g2.t1_3_exon	OZ210592.1	19334649	19334802	+	0.97
355210at33208_r2.m1.g2.t1_3_intron	OZ210592.1	19334802	19334999	+	0.97
355210at33208_r2.m1.g2.t1_4_exon	OZ210592.1	19334999	19335088	+	0.93
355210at33208_r2.m1.g2.t1_4_intron	OZ210592.1	19335088	19335133	+	0.93
355210at33208_r2.m1.g2.t1_5_exon	OZ210592.1	19335133	19335271	+	0.94
355210at33208_r2.m1.g2.t1_5_intron	OZ210592.1	19335271	19335476	+	0.94
355210at33208_r2.m1.g2.t1_6_exon	OZ210592.1	19335476	19335689	+	0.97
355210at33208_r2.m1.g2.t1_6_intron	OZ210592.1	19335689	19335973	+	0.97
355210at33208_r2.m1.g2.t1_7_exon	OZ210592.1	19335973	19336168	+	0.76
355210at33208_r2.m1.g2.t1_7_intron	OZ210592.1	19336168	19336207	+	0.76
355210at33208_r2.m1.g2.t1_8_exon	OZ210592.1	19336207	19336292	+	0.74
355210at33208_r2.m1.g2.t1_8_intron	OZ210592.1	19336292	19337040	+	0.74
355210at33208_r2.m1.g2.t1_9_exon	OZ210592.1	19337040	19337210	+	0.89
355210at33208_r2.m1.g2.t1_9_intron	OZ210592.1	19337210	19337462	+	0.89
355210at33208_r2.m1.g2.t1_10_exon	OZ210592.1	19337462	19337655	+	0.99
355210at33208_r2.m1.g2.t1_10_intron	OZ210592.1	19337655	19337848	+	0.99
355210at33208_r2.m1.g2.t1_11_exon	OZ210592.1	19337848	19338049	+	0.97
355210at33208_r2.m1.g2.t1_11_intron	OZ210592.1	19338049	19338515	+	0.97
355210at33208_r2.m1.g2.t1_12_exon	OZ210592.1	19338515	19338664	+	0.88
355210at33208_r2.m1.g2.t1_12_intron	OZ210592.1	19338664	19339075	+	0.88
355210at33208_r2.m1.g2.t1_13_exon	OZ210592.1	19339075	19339179	+	0.98
355210at33208_r2.m1.g2.t1_13_intron	OZ210592.1	19339179	19339427	+	0.98
355210at33208_r2.m1.g2.t1_14_exon	OZ210592.1	19339427	19339677	+	0.84
355210at33208_r2.m1.g2.t1_14_intron	OZ210592.1	19339677	19340070	+	0.84
355210at33208_r2.m1.g2.t1_15_exon	OZ210592.1	19340070	19340193	+	0.69
355210at33208_r2.m1.g2.t1_downstream1	OZ210592.1	19340093	19340193	+	0.69
355210at33208_r2.m1.g2.t1_downstream2	OZ210592.1	19340193	19340393	+	0.69
359324at33208_r2.m1.g3.t1_upstream1	OZ210596.1	18468432	18468632	-	0.14
359324at33208_r2.m1.g3.t1_upstream2	OZ210596.1	18468232	18468432	-	0.14
359324at33208_r2.m1.g3.t1_1_exon	OZ210596.1	18468152	18468332	-	0.52
359324at33208_r2.m1.g3.t1_1_intron	OZ210596.1	18467566	18468152	-	0.52
359324at33208_r2.m1.g3.t1_2_exon	OZ210596.1	18467500	18467566	-	0.96
359324at33208_r2.m1.g3.t1_2_intron	OZ210596.1	18467453	18467500	-	0.96
359324at33208_r2.m1.g3.t1_3_exon	OZ210596.1	18467342	18467453	-	0.95
359324at33208_r2.m1.g3.t1_3_intron	OZ210596.1	18467299	18467342	-	0.95
359324at33208_r2.m1.g3.t1_4_exon	OZ210596.1	18467183	18467299	-	0.55
359324at33208_r2.m1.g3.t1_4_intron	OZ210596.1	18466404	18467183	-	0.55
359324at33208_r2.m1.g3.t1_5_exon	OZ210596.1	18466221	18466404	-	0.52
359324at33208_r2.m1.g3.t1_5_intron	OZ210596.1	18466103	18466221	-	0.52
359324at33208_r2.m1.g3.t1_6_exon	OZ210596.1	18466084	18466103	-	0.64
359324at33208_r2.m1.g3.t1_downstream1	OZ210596.1	18466084	18466184	-	0.64
359324at33208_r2.m1.g3.t1_downstream2	OZ210596.1	18465884	18466084	-	0.64
365323at33208_r2.m1.g1.t1_upstream1	OZ210594.1	26183099	26183299	+	0.01
365323at33208_r2.m1.g1.t1_upstream2	OZ210594.1	26183299	26183499	+	0.01
365323at33208_r2.m1.g1.t1_1_exon	OZ210594.1	26183399	26183528	+	0.41
365323at33208_r2.m1.g1.t1_1_intron	OZ210594.1	26183528	26183573	+	0.41
365323at33208_r2.m1.g1.t1_2_exon	OZ210594.1	26183573	26184001	+	0.1
365323at33208_r2.m1.g1.t1_2_intron	OZ210594.1	26184001	26184238	+	0.1
365323at33208_r2.m1.g1.t1_3_exon	OZ210594.1	26184238	26184373	+	0.8
365323at33208_r2.m1.g1.t1_3_intron	OZ210594.1	26184373	26184422	+	0.8
365323at33208_r2.m1.g1.t1_4_exon	OZ210594.1	26184422	26184457	+	0.94
365323at33208_r2.m1.g1.t1_4_intron	OZ210594.1	26184457	26184738	+	0.94
365323at33208_r2.m1.g1.t1_5_exon	OZ210594.1	26184738	26188429	+	0.32
365323at33208_r2.m1.g1.t1_5_intron	OZ210594.1	26188429	26189269	+	0.32
365323at33208_r2.m1.g1.t1_6_exon	OZ210594.1	26189269	26189507	+	0.88
365323at33208_r2.m1.g1.t1_6_intron	OZ210594.1	26189507	26189557	+	0.88
365323at33208_r2.m1.g1.t1_7_exon	OZ210594.1	26189557	26189610	+	0.83
365323at33208_r2.m1.g1.t1_7_intron	OZ210594.1	26189610	26192069	+	0.83
365323at33208_r2.m1.g1.t1_8_exon	OZ210594.1	26192069	26192339	+	0.96
365323at33208_r2.m1.g1.t1_downstream1	OZ210594.1	26192239	26192339	+	0.96
365323at33208_r2.m1.g1.t1_downstream2	OZ210594.1	26192339	26192539	+	0.96
367596at33208_r2.m1.g2.t1_upstream1	OZ210596.1	18943345	18943545	+	0.01
367596at33208_r2.m1.g2.t1_upstream2	OZ210596.1	18943545	18943745	+	0.01
367596at33208_r2.m1.g2.t1_1_exon	OZ210596.1	18943645	18944206	+	0.39
367596at33208_r2.m1.g2.t1_1_intron	OZ210596.1	18944206	18944553	+	0.39
367596at33208_r2.m1.g2.t1_2_exon	OZ210596.1	18944553	18944734	+	0.62
367596at33208_r2.m1.g2.t1_2_intron	OZ210596.1	18944734	18944865	+	0.62
367596at33208_r2.m1.g2.t1_3_exon	OZ210596.1	18944865	18944974	+	0.54
367596at33208_r2.m1.g2.t1_3_intron	OZ210596.1	18944974	18945687	+	0.54
367596at33208_r2.m1.g2.t1_4_exon	OZ210596.1	18945687	18945839	+	0.53
367596at33208_r2.m1.g2.t1_4_intron	OZ210596.1	18945839	18946059	+	0.53
367596at33208_r2.m1.g2.t1_5_exon	OZ210596.1	18946059	18946277	+	0.79
367596at33208_r2.m1.g2.t1_5_intron	OZ210596.1	18946277	18946319	+	0.79
367596at33208_r2.m1.g2.t1_6_exon	OZ210596.1	18946319	18946410	+	0.37
367596at33208_r2.m1.g2.t1_6_intron	OZ210596.1	18946410	18946825	+	0.37
367596at33208_r2.m1.g2.t1_7_exon	OZ210596.1	18946825	18946990	+	0.58
367596at33208_r2.m1.g2.t1_7_intron	OZ210596.1	18946990	18947033	+	0.58
367596at33208_r2.m1.g2.t1_8_exon	OZ210596.1	18947033	18947473	+	1.0
367596at33208_r2.m1.g2.t1_8_intron	OZ210596.1	18947473	18947514	+	1.0
367596at33208_r2.m1.g2.t1_9_exon	OZ210596.1	18947514	18947715	+	0.95
367596at33208_r2.m1.g2.t1_9_intron	OZ210596.1	18947715	18947763	+	0.95
367596at33208_r2.m1.g2.t1_10_exon	OZ210596.1	18947763	18947918	+	0.68
367596at33208_r2.m1.g2.t1_10_intron	OZ210596.1	18947918	18948534	+	0.68
367596at33208_r2.m1.g2.t1_11_exon	OZ210596.1	18948534	18948628	+	1.0
367596at33208_r2.m1.g2.t1_11_intron	OZ210596.1	18948628	18948675	+	1.0
367596at33208_r2.m1.g2.t1_12_exon	OZ210596.1	18948675	18948800	+	1.0
367596at33208_r2.m1.g2.t1_12_intron	OZ210596.1	18948800	18949206	+	1.0
367596at33208_r2.m1.g2.t1_13_exon	OZ210596.1	18949206	18949342	+	1.0
367596at33208_r2.m1.g2.t1_13_intron	OZ210596.1	18949342	18949554	+	1.0
367596at33208_r2.m1.g2.t1_14_exon	OZ210596.1	18949554	18949711	+	1.0
367596at33208_r2.m1.g2.t1_14_intron	OZ210596.1	18949711	18950171	+	1.0
367596at33208_r2.m1.g2.t1_15_exon	OZ210596.1	18950171	18950456	+	0.61
367596at33208_r2.m1.g2.t1_15_intron	OZ210596.1	18950456	18950942	+	0.61
367596at33208_r2.m1.g2.t1_16_exon	OZ210596.1	18950942	18950998	+	0.35
367596at33208_r2.m1.g2.t1_16_intron	OZ210596.1	18950998	18951278	+	0.35
367596at33208_r2.m1.g2.t1_17_exon	OZ210596.1	18951278	18951470	+	0.9
367596at33208_r2.m1.g2.t1_17_intron	OZ210596.1	18951470	18951511	+	0.9
367596at33208_r2.m1.g2.t1_18_exon	OZ210596.1	18951511	18951610	+	0.69
367596at33208_r2.m1.g2.t1_18_intron	OZ210596.1	18951610	18951776	+	0.69
367596at33208_r2.m1.g2.t1_19_exon	OZ210596.1	18951776	18951968	+	0.65
367596at33208_r2.m1.g2.t1_downstream1	OZ210596.1	18951868	18951968	+	0.65
367596at33208_r2.m1.g2.t1_downstream2	OZ210596.1	18951968	18952168	+	0.65
368875at33208_r2.m1.g1.t1_upstream1	OZ210592.1	447288	447488	-	0.01
368875at33208_r2.m1.g1.t1_upstream2	OZ210592.1	447088	447288	-	0.01
368875at33208_r2.m1.g1.t1_1_exon	OZ210592.1	447052	447188	-	0.27
368875at33208_r2.m1.g1.t1_1_intron	OZ210592.1	447007	447052	-	0.27
368875at33208_r2.m1.g1.t1_2_exon	OZ210592.1	446887	447007	-	0.4
368875at33208_r2.m1.g1.t1_2_intron	OZ210592.1	446461	446887	-	0.4
368875at33208_r2.m1.g1.t1_3_exon	OZ210592.1	446218	446461	-	0.38
368875at33208_r2.m1.g1.t1_3_intron	OZ210592.1	445888	446218	-	0.38
368875at33208_r2.m1.g1.t1_4_exon	OZ210592.1	445831	445888	-	0.16
368875at33208_r2.m1.g1.t1_4_intron	OZ210592.1	445479	445831	-	0.16
368875at33208_r2.m1.g1.t1_5_exon	OZ210592.1	445425	445479	-	0.58
368875at33208_r2.m1.g1.t1_5_intron	OZ210592.1	445381	445425	-	0.58
368875at33208_r2.m1.g1.t1_6_exon	OZ210592.1	445301	445381	-	0.84
368875at33208_r2.m1.g1.t1_6_intron	OZ210592.1	445259	445301	-	0.84
368875at33208_r2.m1.g1.t1_7_exon	OZ210592.1	445112	445259	-	0.88
368875at33208_r2.m1.g1.t1_7_intron	OZ210592.1	444738	445112	-	0.88
368875at33208_r2.m1.g1.t1_8_exon	OZ210592.1	444655	444738	-	1.0
368875at33208_r2.m1.g1.t1_8_intron	OZ210592.1	444611	444655	-	1.0
368875at33208_r2.m1.g1.t1_9_exon	OZ210592.1	444222	444611	-	0.81
368875at33208_r2.m1.g1.t1_9_intron	OZ210592.1	444180	444222	-	0.81
368875at33208_r2.m1.g1.t1_10_exon	OZ210592.1	444118	444180	-	0.6
368875at33208_r2.m1.g1.t1_10_intron	OZ210592.1	443194	444118	-	0.6
368875at33208_r2.m1.g1.t1_11_exon	OZ210592.1	443001	443194	-	0.54
368875at33208_r2.m1.g1.t1_11_intron	OZ210592.1	442162	443001	-	0.54
368875at33208_r2.m1.g1.t1_12_exon	OZ210592.1	441802	442162	-	0.34
368875at33208_r2.m1.g1.t1_downstream1	OZ210592.1	441802	441902	-	0.34
368875at33208_r2.m1.g1.t1_downstream2	OZ210592.1	441602	441802	-	0.34
372257at33208_r2.m1.g1.t1_upstream1	OZ210594.1	29358339	29358539	+	0.01
372257at33208_r2.m1.g1.t1_upstream2	OZ210594.1	29358539	29358739	+	0.01
372257at33208_r2.m1.g1.t1_1_exon	OZ210594.1	29358639	29358766	+	0.03
372257at33208_r2.m1.g1.t1_1_intron	OZ210594.1	29358766	29358812	+	0.03
372257at33208_r2.m1.g1.t1_2_exon	OZ210594.1	29358812	29359007	+	0.3
372257at33208_r2.m1.g1.t1_2_intron	OZ210594.1	29359007	29359571	+	0.3
372257at33208_r2.m1.g1.t1_3_exon	OZ210594.1	29359571	29359706	+	0.48
372257at33208_r2.m1.g1.t1_3_intron	OZ210594.1	29359706	29359861	+	0.48
372257at33208_r2.m1.g1.t1_4_exon	OZ210594.1	29359861	29360025	+	1.0
372257at33208_r2.m1.g1.t1_4_intron	OZ210594.1	29360025	29360068	+	1.0
372257at33208_r2.m1.g1.t1_5_exon	OZ210594.1	29360068	29360224	+	1.0
372257at33208_r2.m1.g1.t1_downstream1	OZ210594.1	29360124	29360224	+	1.0
372257at33208_r2.m1.g1.t1_downstream2	OZ210594.1	29360224	29360424	+	1.0
381303at33208_r2.m1.g1.t1_upstream1	OZ210596.1	11480379	11480579	-	0.02
381303at33208_r2.m1.g1.t1_upstream2	OZ210596.1	11480179	11480379	-	0.02
381303at33208_r2.m1.g1.t1_1_exon	OZ210596.1	11480177	11480279	-	0.87
381303at33208_r2.m1.g1.t1_1_intron	OZ210596.1	11478927	11480177	-	0.87
381303at33208_r2.m1.g1.t1_2_exon	OZ210596.1	11478874	11478927	-	0.99
381303at33208_r2.m1.g1.t1_2_intron	OZ210596.1	11478659	11478874	-	0.99
381303at33208_r2.m1.g1.t1_3_exon	OZ210596.1	11478527	11478659	-	0.64
381303at33208_r2.m1.g1.t1_3_intron	OZ210596.1	11475919	11478527	-	0.64
381303at33208_r2.m1.g1.t1_4_exon	OZ210596.1	11475759	11475919	-	0.43
381303at33208_r2.m1.g1.t1_4_intron	OZ210596.1	11475699	11475759	-	0.43
381303at33208_r2.m1.g1.t1_5_exon	OZ210596.1	11475516	11475699	-	0.59
381303at33208_r2.m1.g1.t1_5_intron	OZ210596.1	11473803	11475516	-	0.59
381303at33208_r2.m1.g1.t1_6_exon	OZ210596.1	11473711	11473803	-	0.86
381303at33208_r2.m1.g1.t1_6_intron	OZ210596.1	11471759	11473711	-	0.86
381303at33208_r2.m1.g1.t1_7_exon	OZ210596.1	11471691	11471759	-	0.85
381303at33208_r2.m1.g1.t1_7_intron	OZ210596.1	11471055	11471691	-	0.85
381303at33208_r2.m1.g1.t1_8_exon	OZ210596.1	11470828	11471055	-	0.37
381303at33208_r2.m1.g1.t1_downstream1	OZ210596.1	11470828	11470928	-	0.37
381303at33208_r2.m1.g1.t1_downstream2	OZ210596.1	11470628	11470828	-	0.37
387878at33208_r2.m1.g1.t1_upstream1	OZ210597.1	1965444	1965644	+	0.01
387878at33208_r2.m1.g1.t1_upstream2	OZ210597.1	1965644	1965844	+	0.01
387878at33208_r2.m1.g1.t1_1_exon	OZ210597.1	1965744	1965896	+	0.11
387878at33208_r2.m1.g1.t1_1_intron	OZ210597.1	1965896	1965937	+	0.11
387878at33208_r2.m1.g1.t1_2_exon	OZ210597.1	1965937	1966228	+	0.95
387878at33208_r2.m1.g1.t1_2_intron	OZ210597.1	1966228	1966720	+	0.95
387878at33208_r2.m1.g1.t1_3_exon	OZ210597.1	1966720	1967111	+	0.62
387878at33208_r2.m1.g1.t1_3_intron	OZ210597.1	1967111	1970801	+	0.62
387878at33208_r2.m1.g1.t1_4_exon	OZ210597.1	1970801	1971155	+	0.09
387878at33208_r2.m1.g1.t1_downstream1	OZ210597.1	1971055	1971155	+	0.09
387878at33208_r2.m1.g1.t1_downstream2	OZ210597.1	1971155	1971355	+	0.09
395147at33208_r2.m1.g3.t1_upstream1	OZ210592.1	16722314	16722514	-	0.05
395147at33208_r2.m1.g3.t1_upstream2	OZ210592.1	16722114	16722314	-	0.05
395147at33208_r2.m1.g3.t1_1_exon	OZ210592.1	16722110	16722214	-	0.39
