Region	Reference	Start	End	Strand	Score
313091at33208_r2.m1.g1.t1_upstream1	OZ210593.1	21707753	21707953	+	0.01
313091at33208_r2.m1.g1.t1_upstream2	OZ210593.1	21707953	21708153	+	0.01
313091at33208_r2.m1.g1.t1_1_exon	OZ210593.1	21708053	21708119	+	0.03
313091at33208_r2.m1.g1.t1_1_intron	OZ210593.1	21708119	21708345	+	0.03
313091at33208_r2.m1.g1.t1_2_exon	OZ210593.1	21708345	21708487	+	0.03
313091at33208_r2.m1.g1.t1_2_intron	OZ210593.1	21708487	21708579	+	0.03
313091at33208_r2.m1.g1.t1_3_exon	OZ210593.1	21708579	21708725	+	0.02
313091at33208_r2.m1.g1.t1_3_intron	OZ210593.1	21708725	21708838	+	0.02
313091at33208_r2.m1.g1.t1_4_exon	OZ210593.1	21708838	21709061	+	0.01
313091at33208_r2.m1.g1.t1_4_intron	OZ210593.1	21709061	21709518	+	0.01
313091at33208_r2.m1.g1.t1_5_exon	OZ210593.1	21709518	21709655	+	0.02
313091at33208_r2.m1.g1.t1_5_intron	OZ210593.1	21709655	21710062	+	0.02
313091at33208_r2.m1.g1.t1_6_exon	OZ210593.1	21710062	21710293	+	0.01
313091at33208_r2.m1.g1.t1_6_intron	OZ210593.1	21710293	21710558	+	0.01
313091at33208_r2.m1.g1.t1_7_exon	OZ210593.1	21710558	21710703	+	0.02
313091at33208_r2.m1.g1.t1_7_intron	OZ210593.1	21710703	21711093	+	0.02
313091at33208_r2.m1.g1.t1_8_exon	OZ210593.1	21711093	21711275	+	0.01
313091at33208_r2.m1.g1.t1_8_intron	OZ210593.1	21711275	21711872	+	0.01
313091at33208_r2.m1.g1.t1_9_exon	OZ210593.1	21711872	21711989	+	0.01
313091at33208_r2.m1.g1.t1_downstream1	OZ210593.1	21711889	21711989	+	0.01
313091at33208_r2.m1.g1.t1_downstream2	OZ210593.1	21711989	21712189	+	0.01
318483at33208_r2.m1.g2.t1_upstream1	OZ210593.1	10338795	10338995	+	0.01
318483at33208_r2.m1.g2.t1_upstream2	OZ210593.1	10338995	10339195	+	0.01
318483at33208_r2.m1.g2.t1_1_exon	OZ210593.1	10339095	10339120	+	0.01
318483at33208_r2.m1.g2.t1_1_intron	OZ210593.1	10339120	10341400	+	0.01
318483at33208_r2.m1.g2.t1_2_exon	OZ210593.1	10341400	10341498	+	0.01
318483at33208_r2.m1.g2.t1_2_intron	OZ210593.1	10341498	10341601	+	0.01
318483at33208_r2.m1.g2.t1_3_exon	OZ210593.1	10341601	10341653	+	0.01
318483at33208_r2.m1.g2.t1_3_intron	OZ210593.1	10341653	10342282	+	0.01
318483at33208_r2.m1.g2.t1_4_exon	OZ210593.1	10342282	10342367	+	0.01
318483at33208_r2.m1.g2.t1_4_intron	OZ210593.1	10342367	10342792	+	0.01
318483at33208_r2.m1.g2.t1_5_exon	OZ210593.1	10342792	10342895	+	0.01
318483at33208_r2.m1.g2.t1_5_intron	OZ210593.1	10342895	10344034	+	0.01
318483at33208_r2.m1.g2.t1_6_exon	OZ210593.1	10344034	10344185	+	0.01
318483at33208_r2.m1.g2.t1_6_intron	OZ210593.1	10344185	10344519	+	0.01
318483at33208_r2.m1.g2.t1_7_exon	OZ210593.1	10344519	10344557	+	0.01
318483at33208_r2.m1.g2.t1_7_intron	OZ210593.1	10344557	10344682	+	0.01
318483at33208_r2.m1.g2.t1_8_exon	OZ210593.1	10344682	10344902	+	0.01
318483at33208_r2.m1.g2.t1_8_intron	OZ210593.1	10344902	10344950	+	0.01
318483at33208_r2.m1.g2.t1_9_exon	OZ210593.1	10344950	10345092	+	0.01
318483at33208_r2.m1.g2.t1_9_intron	OZ210593.1	10345092	10345247	+	0.01
318483at33208_r2.m1.g2.t1_10_exon	OZ210593.1	10345247	10345344	+	0.01
318483at33208_r2.m1.g2.t1_10_intron	OZ210593.1	10345344	10345387	+	0.01
318483at33208_r2.m1.g2.t1_11_exon	OZ210593.1	10345387	10345504	+	0.01
318483at33208_r2.m1.g2.t1_downstream1	OZ210593.1	10345404	10345504	+	0.01
318483at33208_r2.m1.g2.t1_downstream2	OZ210593.1	10345504	10345704	+	0.01
318532at33208_r2.m1.g1.t1_upstream1	OZ210597.1	23709914	23710114	+	0.2
318532at33208_r2.m1.g1.t1_upstream2	OZ210597.1	23710114	23710314	+	0.2
318532at33208_r2.m1.g1.t1_1_exon	OZ210597.1	23710214	23710367	+	0.4
318532at33208_r2.m1.g1.t1_1_intron	OZ210597.1	23710367	23710462	+	0.4
318532at33208_r2.m1.g1.t1_2_exon	OZ210597.1	23710462	23710606	+	0.77
318532at33208_r2.m1.g1.t1_2_intron	OZ210597.1	23710606	23711136	+	0.77
318532at33208_r2.m1.g1.t1_3_exon	OZ210597.1	23711136	23711329	+	0.98
318532at33208_r2.m1.g1.t1_3_intron	OZ210597.1	23711329	23712393	+	0.98
318532at33208_r2.m1.g1.t1_4_exon	OZ210597.1	23712393	23712728	+	0.99
318532at33208_r2.m1.g1.t1_4_intron	OZ210597.1	23712728	23714128	+	0.99
318532at33208_r2.m1.g1.t1_5_exon	OZ210597.1	23714128	23714207	+	0.98
318532at33208_r2.m1.g1.t1_downstream1	OZ210597.1	23714107	23714207	+	0.98
318532at33208_r2.m1.g1.t1_downstream2	OZ210597.1	23714207	23714407	+	0.98
332870at33208_r2.m1.g1.t1_upstream1	OZ210597.1	28383808	28384008	-	0.01
332870at33208_r2.m1.g1.t1_upstream2	OZ210597.1	28383608	28383808	-	0.01
332870at33208_r2.m1.g1.t1_1_exon	OZ210597.1	28383642	28383708	-	0.01
332870at33208_r2.m1.g1.t1_1_intron	OZ210597.1	28383595	28383642	-	0.01
332870at33208_r2.m1.g1.t1_2_exon	OZ210597.1	28383500	28383595	-	0.01
332870at33208_r2.m1.g1.t1_2_intron	OZ210597.1	28383416	28383500	-	0.01
332870at33208_r2.m1.g1.t1_3_exon	OZ210597.1	28383055	28383416	-	0.1
332870at33208_r2.m1.g1.t1_3_intron	OZ210597.1	28382462	28383055	-	0.1
332870at33208_r2.m1.g1.t1_4_exon	OZ210597.1	28382379	28382462	-	0.06
332870at33208_r2.m1.g1.t1_4_intron	OZ210597.1	28382330	28382379	-	0.06
332870at33208_r2.m1.g1.t1_5_exon	OZ210597.1	28382197	28382330	-	0.04
332870at33208_r2.m1.g1.t1_5_intron	OZ210597.1	28382026	28382197	-	0.04
332870at33208_r2.m1.g1.t1_6_exon	OZ210597.1	28381856	28382026	-	0.01
332870at33208_r2.m1.g1.t1_6_intron	OZ210597.1	28381311	28381856	-	0.01
332870at33208_r2.m1.g1.t1_7_exon	OZ210597.1	28381222	28381311	-	0.01
332870at33208_r2.m1.g1.t1_7_intron	OZ210597.1	28381032	28381222	-	0.01
332870at33208_r2.m1.g1.t1_8_exon	OZ210597.1	28380793	28381032	-	0.01
332870at33208_r2.m1.g1.t1_downstream1	OZ210597.1	28380793	28380893	-	0.01
332870at33208_r2.m1.g1.t1_downstream2	OZ210597.1	28380593	28380793	-	0.01
334336at33208_r2.m1.g1.t1_upstream1	OZ210592.1	14889122	14889322	-	0.01
334336at33208_r2.m1.g1.t1_upstream2	OZ210592.1	14888922	14889122	-	0.01
334336at33208_r2.m1.g1.t1_1_exon	OZ210592.1	14888976	14889022	-	0.01
334336at33208_r2.m1.g1.t1_1_intron	OZ210592.1	14888907	14888976	-	0.01
334336at33208_r2.m1.g1.t1_2_exon	OZ210592.1	14888874	14888907	-	0.01
334336at33208_r2.m1.g1.t1_2_intron	OZ210592.1	14888564	14888874	-	0.01
334336at33208_r2.m1.g1.t1_3_exon	OZ210592.1	14888540	14888564	-	0.01
334336at33208_r2.m1.g1.t1_3_intron	OZ210592.1	14887527	14888540	-	0.01
334336at33208_r2.m1.g1.t1_4_exon	OZ210592.1	14887505	14887527	-	0.01
334336at33208_r2.m1.g1.t1_4_intron	OZ210592.1	14887158	14887505	-	0.01
334336at33208_r2.m1.g1.t1_5_exon	OZ210592.1	14887146	14887158	-	0.01
334336at33208_r2.m1.g1.t1_5_intron	OZ210592.1	14886819	14887146	-	0.01
334336at33208_r2.m1.g1.t1_6_exon	OZ210592.1	14886807	14886819	-	0.01
334336at33208_r2.m1.g1.t1_6_intron	OZ210592.1	14886635	14886807	-	0.01
334336at33208_r2.m1.g1.t1_7_exon	OZ210592.1	14886606	14886635	-	0.01
334336at33208_r2.m1.g1.t1_7_intron	OZ210592.1	14886386	14886606	-	0.01
334336at33208_r2.m1.g1.t1_8_exon	OZ210592.1	14886374	14886386	-	0.01
334336at33208_r2.m1.g1.t1_8_intron	OZ210592.1	14885004	14886374	-	0.01
334336at33208_r2.m1.g1.t1_9_exon	OZ210592.1	14884984	14885004	-	0.01
334336at33208_r2.m1.g1.t1_9_intron	OZ210592.1	14884277	14884984	-	0.01
334336at33208_r2.m1.g1.t1_10_exon	OZ210592.1	14884268	14884277	-	0.01
334336at33208_r2.m1.g1.t1_10_intron	OZ210592.1	14884159	14884268	-	0.01
334336at33208_r2.m1.g1.t1_11_exon	OZ210592.1	14884147	14884159	-	0.01
334336at33208_r2.m1.g1.t1_11_intron	OZ210592.1	14884082	14884147	-	0.01
334336at33208_r2.m1.g1.t1_12_exon	OZ210592.1	14884070	14884082	-	0.01
334336at33208_r2.m1.g1.t1_12_intron	OZ210592.1	14884006	14884070	-	0.01
334336at33208_r2.m1.g1.t1_13_exon	OZ210592.1	14883737	14884006	-	0.05
334336at33208_r2.m1.g1.t1_13_intron	OZ210592.1	14882941	14883737	-	0.05
334336at33208_r2.m1.g1.t1_14_exon	OZ210592.1	14882753	14882941	-	0.01
334336at33208_r2.m1.g1.t1_14_intron	OZ210592.1	14882690	14882753	-	0.01
334336at33208_r2.m1.g1.t1_15_exon	OZ210592.1	14882667	14882690	-	0.01
334336at33208_r2.m1.g1.t1_15_intron	OZ210592.1	14882453	14882667	-	0.01
334336at33208_r2.m1.g1.t1_16_exon	OZ210592.1	14882321	14882453	-	0.96
334336at33208_r2.m1.g1.t1_16_intron	OZ210592.1	14882014	14882321	-	0.96
334336at33208_r2.m1.g1.t1_17_exon	OZ210592.1	14881657	14882014	-	0.01
334336at33208_r2.m1.g1.t1_17_intron	OZ210592.1	14881549	14881657	-	0.01
334336at33208_r2.m1.g1.t1_18_exon	OZ210592.1	14881474	14881549	-	0.01
334336at33208_r2.m1.g1.t1_18_intron	OZ210592.1	14881424	14881474	-	0.01
334336at33208_r2.m1.g1.t1_19_exon	OZ210592.1	14881276	14881424	-	0.03
334336at33208_r2.m1.g1.t1_19_intron	OZ210592.1	14880524	14881276	-	0.03
334336at33208_r2.m1.g1.t1_20_exon	OZ210592.1	14880185	14880524	-	0.03
334336at33208_r2.m1.g1.t1_20_intron	OZ210592.1	14879946	14880185	-	0.03
334336at33208_r2.m1.g1.t1_21_exon	OZ210592.1	14879803	14879946	-	0.01
334336at33208_r2.m1.g1.t1_downstream1	OZ210592.1	14879803	14879903	-	0.01
334336at33208_r2.m1.g1.t1_downstream2	OZ210592.1	14879603	14879803	-	0.01
334764at33208_r2.m1.g1.t1_upstream1	OZ210594.1	17522931	17523131	-	0.01
334764at33208_r2.m1.g1.t1_upstream2	OZ210594.1	17522731	17522931	-	0.01
334764at33208_r2.m1.g1.t1_1_exon	OZ210594.1	17522781	17522831	-	0.01
334764at33208_r2.m1.g1.t1_1_intron	OZ210594.1	17522652	17522781	-	0.01
334764at33208_r2.m1.g1.t1_2_exon	OZ210594.1	17522630	17522652	-	0.01
334764at33208_r2.m1.g1.t1_2_intron	OZ210594.1	17522063	17522630	-	0.01
334764at33208_r2.m1.g1.t1_3_exon	OZ210594.1	17522042	17522063	-	0.01
334764at33208_r2.m1.g1.t1_3_intron	OZ210594.1	17521567	17522042	-	0.01
334764at33208_r2.m1.g1.t1_4_exon	OZ210594.1	17521551	17521567	-	0.01
334764at33208_r2.m1.g1.t1_4_intron	OZ210594.1	17521200	17521551	-	0.01
334764at33208_r2.m1.g1.t1_5_exon	OZ210594.1	17521170	17521200	-	0.01
334764at33208_r2.m1.g1.t1_5_intron	OZ210594.1	17520849	17521170	-	0.01
334764at33208_r2.m1.g1.t1_6_exon	OZ210594.1	17520741	17520849	-	0.01
334764at33208_r2.m1.g1.t1_6_intron	OZ210594.1	17519009	17520741	-	0.01
334764at33208_r2.m1.g1.t1_7_exon	OZ210594.1	17518977	17519009	-	0.01
334764at33208_r2.m1.g1.t1_7_intron	OZ210594.1	17518885	17518977	-	0.01
334764at33208_r2.m1.g1.t1_8_exon	OZ210594.1	17518818	17518885	-	0.01
334764at33208_r2.m1.g1.t1_8_intron	OZ210594.1	17518751	17518818	-	0.01
334764at33208_r2.m1.g1.t1_9_exon	OZ210594.1	17518701	17518751	-	0.01
334764at33208_r2.m1.g1.t1_9_intron	OZ210594.1	17518439	17518701	-	0.01
334764at33208_r2.m1.g1.t1_10_exon	OZ210594.1	17518154	17518439	-	0.01
334764at33208_r2.m1.g1.t1_10_intron	OZ210594.1	17517925	17518154	-	0.01
334764at33208_r2.m1.g1.t1_11_exon	OZ210594.1	17517677	17517925	-	0.01
334764at33208_r2.m1.g1.t1_11_intron	OZ210594.1	17517591	17517677	-	0.01
334764at33208_r2.m1.g1.t1_12_exon	OZ210594.1	17517577	17517591	-	0.01
334764at33208_r2.m1.g1.t1_12_intron	OZ210594.1	17516516	17517577	-	0.01
334764at33208_r2.m1.g1.t1_13_exon	OZ210594.1	17516346	17516516	-	0.01
334764at33208_r2.m1.g1.t1_13_intron	OZ210594.1	17516303	17516346	-	0.01
334764at33208_r2.m1.g1.t1_14_exon	OZ210594.1	17516036	17516303	-	0.01
334764at33208_r2.m1.g1.t1_downstream1	OZ210594.1	17516036	17516136	-	0.01
334764at33208_r2.m1.g1.t1_downstream2	OZ210594.1	17515836	17516036	-	0.01
338191at33208_r2.m1.g1.t1_upstream1	OZ210592.1	15893830	15894030	-	0.05
338191at33208_r2.m1.g1.t1_upstream2	OZ210592.1	15893630	15893830	-	0.05
338191at33208_r2.m1.g1.t1_1_exon	OZ210592.1	15893670	15893730	-	0.29
338191at33208_r2.m1.g1.t1_1_intron	OZ210592.1	15893307	15893670	-	0.29
338191at33208_r2.m1.g1.t1_2_exon	OZ210592.1	15893020	15893307	-	0.9
338191at33208_r2.m1.g1.t1_2_intron	OZ210592.1	15892548	15893020	-	0.9
338191at33208_r2.m1.g1.t1_3_exon	OZ210592.1	15892400	15892548	-	1.0
338191at33208_r2.m1.g1.t1_3_intron	OZ210592.1	15892066	15892400	-	1.0
338191at33208_r2.m1.g1.t1_4_exon	OZ210592.1	15891718	15892066	-	0.91
338191at33208_r2.m1.g1.t1_4_intron	OZ210592.1	15891348	15891718	-	0.91
338191at33208_r2.m1.g1.t1_5_exon	OZ210592.1	15891099	15891348	-	1.0
338191at33208_r2.m1.g1.t1_5_intron	OZ210592.1	15890621	15891099	-	1.0
338191at33208_r2.m1.g1.t1_6_exon	OZ210592.1	15890222	15890621	-	0.96
338191at33208_r2.m1.g1.t1_6_intron	OZ210592.1	15889541	15890222	-	0.96
338191at33208_r2.m1.g1.t1_7_exon	OZ210592.1	15889388	15889541	-	0.56
338191at33208_r2.m1.g1.t1_downstream1	OZ210592.1	15889388	15889488	-	0.56
338191at33208_r2.m1.g1.t1_downstream2	OZ210592.1	15889188	15889388	-	0.56
344338at33208_r2.m1.g1.t1_upstream1	OZ210595.1	12535618	12535818	+	0.01
344338at33208_r2.m1.g1.t1_upstream2	OZ210595.1	12535818	12536018	+	0.01
344338at33208_r2.m1.g1.t1_1_exon	OZ210595.1	12535918	12536031	+	0.01
344338at33208_r2.m1.g1.t1_1_intron	OZ210595.1	12536031	12536520	+	0.01
344338at33208_r2.m1.g1.t1_2_exon	OZ210595.1	12536520	12536653	+	0.01
344338at33208_r2.m1.g1.t1_2_intron	OZ210595.1	12536653	12537015	+	0.01
344338at33208_r2.m1.g1.t1_3_exon	OZ210595.1	12537015	12537118	+	0.01
344338at33208_r2.m1.g1.t1_3_intron	OZ210595.1	12537118	12537165	+	0.01
344338at33208_r2.m1.g1.t1_4_exon	OZ210595.1	12537165	12537380	+	0.01
344338at33208_r2.m1.g1.t1_4_intron	OZ210595.1	12537380	12537956	+	0.01
344338at33208_r2.m1.g1.t1_5_exon	OZ210595.1	12537956	12538135	+	0.11
344338at33208_r2.m1.g1.t1_5_intron	OZ210595.1	12538135	12538517	+	0.11
344338at33208_r2.m1.g1.t1_6_exon	OZ210595.1	12538517	12538752	+	0.01
344338at33208_r2.m1.g1.t1_6_intron	OZ210595.1	12538752	12540263	+	0.01
344338at33208_r2.m1.g1.t1_7_exon	OZ210595.1	12540263	12540286	+	0.01
344338at33208_r2.m1.g1.t1_7_intron	OZ210595.1	12540286	12540700	+	0.01
344338at33208_r2.m1.g1.t1_8_exon	OZ210595.1	12540700	12540733	+	0.01
344338at33208_r2.m1.g1.t1_8_intron	OZ210595.1	12540733	12540864	+	0.01
344338at33208_r2.m1.g1.t1_9_exon	OZ210595.1	12540864	12540876	+	0.01
344338at33208_r2.m1.g1.t1_9_intron	OZ210595.1	12540876	12540999	+	0.01
344338at33208_r2.m1.g1.t1_10_exon	OZ210595.1	12540999	12541014	+	0.01
344338at33208_r2.m1.g1.t1_10_intron	OZ210595.1	12541014	12542065	+	0.01
344338at33208_r2.m1.g1.t1_11_exon	OZ210595.1	12542065	12542090	+	0.01
344338at33208_r2.m1.g1.t1_11_intron	OZ210595.1	12542090	12542185	+	0.01
344338at33208_r2.m1.g1.t1_12_exon	OZ210595.1	12542185	12542199	+	0.01
344338at33208_r2.m1.g1.t1_12_intron	OZ210595.1	12542199	12542840	+	0.01
344338at33208_r2.m1.g1.t1_13_exon	OZ210595.1	12542840	12542858	+	0.01
344338at33208_r2.m1.g1.t1_13_intron	OZ210595.1	12542858	12542914	+	0.01
344338at33208_r2.m1.g1.t1_14_exon	OZ210595.1	12542914	12542925	+	0.01
344338at33208_r2.m1.g1.t1_14_intron	OZ210595.1	12542925	12543304	+	0.01
344338at33208_r2.m1.g1.t1_15_exon	OZ210595.1	12543304	12543325	+	0.01
344338at33208_r2.m1.g1.t1_15_intron	OZ210595.1	12543325	12544130	+	0.01
344338at33208_r2.m1.g1.t1_16_exon	OZ210595.1	12544130	12544225	+	0.01
344338at33208_r2.m1.g1.t1_downstream1	OZ210595.1	12544125	12544225	+	0.01
344338at33208_r2.m1.g1.t1_downstream2	OZ210595.1	12544225	12544425	+	0.01
344581at33208_r2.m1.g1.t1_upstream1	OZ210594.1	8672752	8672952	+	0.09
344581at33208_r2.m1.g1.t1_upstream2	OZ210594.1	8672952	8673152	+	0.09
344581at33208_r2.m1.g1.t1_1_exon	OZ210594.1	8673052	8674063	+	0.98
344581at33208_r2.m1.g1.t1_downstream1	OZ210594.1	8673963	8674063	+	0.98
344581at33208_r2.m1.g1.t1_downstream2	OZ210594.1	8674063	8674263	+	0.98
347600at33208_r2.m1.g1.t1_upstream1	OZ210593.1	13039255	13039455	-	0.01
347600at33208_r2.m1.g1.t1_upstream2	OZ210593.1	13039055	13039255	-	0.01
347600at33208_r2.m1.g1.t1_1_exon	OZ210593.1	13038882	13039155	-	0.01
347600at33208_r2.m1.g1.t1_1_intron	OZ210593.1	13038836	13038882	-	0.01
347600at33208_r2.m1.g1.t1_2_exon	OZ210593.1	13038743	13038836	-	0.01
347600at33208_r2.m1.g1.t1_2_intron	OZ210593.1	13038019	13038743	-	0.01
347600at33208_r2.m1.g1.t1_3_exon	OZ210593.1	13037832	13038019	-	0.01
347600at33208_r2.m1.g1.t1_3_intron	OZ210593.1	13037730	13037832	-	0.01
347600at33208_r2.m1.g1.t1_4_exon	OZ210593.1	13037628	13037730	-	0.01
347600at33208_r2.m1.g1.t1_4_intron	OZ210593.1	13037327	13037628	-	0.01
347600at33208_r2.m1.g1.t1_5_exon	OZ210593.1	13037184	13037327	-	0.01
347600at33208_r2.m1.g1.t1_5_intron	OZ210593.1	13036193	13037184	-	0.01
347600at33208_r2.m1.g1.t1_6_exon	OZ210593.1	13036040	13036193	-	0.01
347600at33208_r2.m1.g1.t1_6_intron	OZ210593.1	13035962	13036040	-	0.01
347600at33208_r2.m1.g1.t1_7_exon	OZ210593.1	13035893	13035962	-	0.01
347600at33208_r2.m1.g1.t1_7_intron	OZ210593.1	13035846	13035893	-	0.01
347600at33208_r2.m1.g1.t1_8_exon	OZ210593.1	13035835	13035846	-	0.01
347600at33208_r2.m1.g1.t1_8_intron	OZ210593.1	13035724	13035835	-	0.01
347600at33208_r2.m1.g1.t1_9_exon	OZ210593.1	13035712	13035724	-	0.01
347600at33208_r2.m1.g1.t1_9_intron	OZ210593.1	13033757	13035712	-	0.01
347600at33208_r2.m1.g1.t1_10_exon	OZ210593.1	13033733	13033757	-	0.01
347600at33208_r2.m1.g1.t1_10_intron	OZ210593.1	13032772	13033733	-	0.01
347600at33208_r2.m1.g1.t1_11_exon	OZ210593.1	13032754	13032772	-	0.01
347600at33208_r2.m1.g1.t1_11_intron	OZ210593.1	13032267	13032754	-	0.01
347600at33208_r2.m1.g1.t1_12_exon	OZ210593.1	13032247	13032267	-	0.01
347600at33208_r2.m1.g1.t1_12_intron	OZ210593.1	13032007	13032247	-	0.01
347600at33208_r2.m1.g1.t1_13_exon	OZ210593.1	13031990	13032007	-	0.01
347600at33208_r2.m1.g1.t1_13_intron	OZ210593.1	13031923	13031990	-	0.01
347600at33208_r2.m1.g1.t1_14_exon	OZ210593.1	13031882	13031923	-	0.01
347600at33208_r2.m1.g1.t1_14_intron	OZ210593.1	13031742	13031882	-	0.01
347600at33208_r2.m1.g1.t1_15_exon	OZ210593.1	13031730	13031742	-	0.01
347600at33208_r2.m1.g1.t1_15_intron	OZ210593.1	13031660	13031730	-	0.01
347600at33208_r2.m1.g1.t1_16_exon	OZ210593.1	13031644	13031660	-	0.01
347600at33208_r2.m1.g1.t1_16_intron	OZ210593.1	13031499	13031644	-	0.01
347600at33208_r2.m1.g1.t1_17_exon	OZ210593.1	13031465	13031499	-	0.01
347600at33208_r2.m1.g1.t1_17_intron	OZ210593.1	13031396	13031465	-	0.01
347600at33208_r2.m1.g1.t1_18_exon	OZ210593.1	13031353	13031396	-	0.01
347600at33208_r2.m1.g1.t1_18_intron	OZ210593.1	13031225	13031353	-	0.01
347600at33208_r2.m1.g1.t1_19_exon	OZ210593.1	13031176	13031225	-	0.01
347600at33208_r2.m1.g1.t1_19_intron	OZ210593.1	13030905	13031176	-	0.01
347600at33208_r2.m1.g1.t1_20_exon	OZ210593.1	13030888	13030905	-	0.01
347600at33208_r2.m1.g1.t1_20_intron	OZ210593.1	13030832	13030888	-	0.01
347600at33208_r2.m1.g1.t1_21_exon	OZ210593.1	13030820	13030832	-	0.01
347600at33208_r2.m1.g1.t1_21_intron	OZ210593.1	13030322	13030820	-	0.01
347600at33208_r2.m1.g1.t1_22_exon	OZ210593.1	13030291	13030322	-	0.01
347600at33208_r2.m1.g1.t1_downstream1	OZ210593.1	13030291	13030391	-	0.01
347600at33208_r2.m1.g1.t1_downstream2	OZ210593.1	13030091	13030291	-	0.01
348449at33208_r2.m1.g1.t1_upstream1	OZ210597.1	14891204	14891404	+	0.01
348449at33208_r2.m1.g1.t1_upstream2	OZ210597.1	14891404	14891604	+	0.01
348449at33208_r2.m1.g1.t1_1_exon	OZ210597.1	14891504	14891693	+	0.01
348449at33208_r2.m1.g1.t1_1_intron	OZ210597.1	14891693	14893172	+	0.01
348449at33208_r2.m1.g1.t1_2_exon	OZ210597.1	14893172	14893283	+	0.01
348449at33208_r2.m1.g1.t1_2_intron	OZ210597.1	14893283	14893338	+	0.01
348449at33208_r2.m1.g1.t1_3_exon	OZ210597.1	14893338	14893367	+	0.01
348449at33208_r2.m1.g1.t1_3_intron	OZ210597.1	14893367	14896200	+	0.01
348449at33208_r2.m1.g1.t1_4_exon	OZ210597.1	14896200	14896402	+	0.01
348449at33208_r2.m1.g1.t1_4_intron	OZ210597.1	14896402	14896448	+	0.01
348449at33208_r2.m1.g1.t1_5_exon	OZ210597.1	14896448	14896550	+	0.01
348449at33208_r2.m1.g1.t1_5_intron	OZ210597.1	14896550	14896718	+	0.01
348449at33208_r2.m1.g1.t1_6_exon	OZ210597.1	14896718	14896744	+	0.01
348449at33208_r2.m1.g1.t1_6_intron	OZ210597.1	14896744	14896876	+	0.01
348449at33208_r2.m1.g1.t1_7_exon	OZ210597.1	14896876	14896897	+	0.01
348449at33208_r2.m1.g1.t1_7_intron	OZ210597.1	14896897	14896951	+	0.01
348449at33208_r2.m1.g1.t1_8_exon	OZ210597.1	14896951	14896962	+	0.01
348449at33208_r2.m1.g1.t1_8_intron	OZ210597.1	14896962	14897035	+	0.01
348449at33208_r2.m1.g1.t1_9_exon	OZ210597.1	14897035	14897136	+	0.01
348449at33208_r2.m1.g1.t1_9_intron	OZ210597.1	14897136	14897815	+	0.01
348449at33208_r2.m1.g1.t1_10_exon	OZ210597.1	14897815	14897970	+	0.01
348449at33208_r2.m1.g1.t1_10_intron	OZ210597.1	14897970	14899051	+	0.01
348449at33208_r2.m1.g1.t1_11_exon	OZ210597.1	14899051	14899077	+	0.01
348449at33208_r2.m1.g1.t1_11_intron	OZ210597.1	14899077	14899328	+	0.01
348449at33208_r2.m1.g1.t1_12_exon	OZ210597.1	14899328	14899354	+	0.01
348449at33208_r2.m1.g1.t1_12_intron	OZ210597.1	14899354	14899749	+	0.01
348449at33208_r2.m1.g1.t1_13_exon	OZ210597.1	14899749	14899830	+	0.01
348449at33208_r2.m1.g1.t1_downstream1	OZ210597.1	14899730	14899830	+	0.01
348449at33208_r2.m1.g1.t1_downstream2	OZ210597.1	14899830	14900030	+	0.01
352854at33208_r2.m1.g1.t1_upstream1	OZ210596.1	9412858	9413058	-	0.01
352854at33208_r2.m1.g1.t1_upstream2	OZ210596.1	9412658	9412858	-	0.01
352854at33208_r2.m1.g1.t1_1_exon	OZ210596.1	9412434	9412758	-	0.94
352854at33208_r2.m1.g1.t1_1_intron	OZ210596.1	9411782	9412434	-	0.94
352854at33208_r2.m1.g1.t1_2_exon	OZ210596.1	9411668	9411782	-	0.05
352854at33208_r2.m1.g1.t1_2_intron	OZ210596.1	9411582	9411668	-	0.05
352854at33208_r2.m1.g1.t1_3_exon	OZ210596.1	9411477	9411582	-	0.01
352854at33208_r2.m1.g1.t1_3_intron	OZ210596.1	9411178	9411477	-	0.01
352854at33208_r2.m1.g1.t1_4_exon	OZ210596.1	9411014	9411178	-	0.89
352854at33208_r2.m1.g1.t1_4_intron	OZ210596.1	9410329	9411014	-	0.89
352854at33208_r2.m1.g1.t1_5_exon	OZ210596.1	9410059	9410329	-	0.58
352854at33208_r2.m1.g1.t1_5_intron	OZ210596.1	9409805	9410059	-	0.58
352854at33208_r2.m1.g1.t1_6_exon	OZ210596.1	9409643	9409805	-	0.6
352854at33208_r2.m1.g1.t1_6_intron	OZ210596.1	9409596	9409643	-	0.6
352854at33208_r2.m1.g1.t1_7_exon	OZ210596.1	9409494	9409596	-	0.02
352854at33208_r2.m1.g1.t1_7_intron	OZ210596.1	9409014	9409494	-	0.02
352854at33208_r2.m1.g1.t1_8_exon	OZ210596.1	9408842	9409014	-	0.01
352854at33208_r2.m1.g1.t1_downstream1	OZ210596.1	9408842	9408942	-	0.01
352854at33208_r2.m1.g1.t1_downstream2	OZ210596.1	9408642	9408842	-	0.01
355739at33208_r2.m1.g1.t1_upstream1	OZ210596.1	18689432	18689632	+	0.01
355739at33208_r2.m1.g1.t1_upstream2	OZ210596.1	18689632	18689832	+	0.01
355739at33208_r2.m1.g1.t1_1_exon	OZ210596.1	18689732	18689765	+	0.01
355739at33208_r2.m1.g1.t1_1_intron	OZ210596.1	18689765	18689834	+	0.01
