Organism Name,Region,Average_lifespan_days,Tip_Name,Genome_size_bp,AA_OE,AT_OE,AG_OE,AC_OE,TA_OE,TT_OE,TG_OE,TC_OE,GA_OE,GT_OE,GG_OE,GC_OE,CA_OE,CT_OE,CG_OE,CC_OE,CA_and_TG_OE,AC_and_GT_OE,AG_and_CT_OE,GA_and_TC_OE,AA_and_TT_OE,CC_and_GG_OE
Enteroctopus dofleini,downstream1,1308.4,Enteroctopus_dofleini_ott123064,743946058.0,1.0794085114810834,0.8863698517217453,1.0020261931230854,0.9705775204356996,0.7518510473177068,1.089740742569408,1.2267170714394295,1.0642899665490009,1.1393408936621747,0.9075202824424352,1.0075741464625052,0.885920653464394,1.0903376222061991,1.149760997966027,0.6588381250890349,1.069842408187433,,,,,,
Enteroctopus dofleini,downstream2,1308.4,Enteroctopus_dofleini_ott123064,743946058.0,1.0791750088981076,0.9119859651069048,0.9611782425394242,1.0796342137549162,0.8107294468867173,1.0705465716525242,1.2663122859810096,0.9402009271591764,0.979313681077904,1.028326377798138,1.0440669527785449,0.937361540407013,1.255774152659269,1.0002137522969965,0.4725435238040848,1.0379181422291883,,,,,,
Agrilus planipennis,upstream1,152.23,Agrilus_planipennis_ott315327,353056831.0,1.102109653915669,0.9287980342452328,0.9113946662595728,1.0214718168867345,0.8991555437905976,1.0856636558499024,1.1124550442548389,0.9176854357878124,0.9153044650084852,1.049010897648463,1.0264644788141104,1.0559617713741578,1.0849501814227185,0.9172754344761682,0.9153077573530058,1.0811945877618176,,,,,,
Agrilus planipennis,upstream2,152.23,Agrilus_planipennis_ott315327,353056831.0,1.1434906845535298,0.8864350802353579,0.9510659093296658,0.9709541318497688,0.8487243686663499,1.1510329592532107,1.0957183722197794,0.9154983377430536,0.9276754252487042,1.0181227520859273,1.0399696848818625,1.070709404598036,1.0795106032670727,0.9105684727496997,0.8609325768616307,1.175484197456211,,,,,,
Agrilus planipennis,exon,152.23,Agrilus_planipennis_ott315327,353056831.0,1.114547035616557,0.9032333526771668,0.9994383504743666,0.9288254687846996,0.7408209177336755,1.2027152798591023,1.197460210334411,0.9726285705728096,1.059158980051776,0.8756062927231134,0.9972215220238556,1.0477256636636627,1.1244104960647063,1.019660025193303,0.6507108044053023,1.1505772814011035,,,,,,
Agrilus planipennis,intron,152.23,Agrilus_planipennis_ott315327,353056831.0,1.1518070719746614,0.8891364799515817,0.9330399308275816,0.9946960085590536,0.8646621221861885,1.145803477623395,1.0572500108846037,0.918109596894572,0.8996259328776292,1.007788058533054,1.0592233214376987,1.0901941602093217,1.0857319143940598,0.9138184088398202,0.899970005350867,1.120024569706754,,,,,,
Agrilus planipennis,downstream1,152.23,Agrilus_planipennis_ott315327,353056831.0,1.104988850991493,0.8744398995555052,1.001700142677664,0.9168966732111258,0.7923822087616683,1.2207029723064602,1.13910553720527,0.9560119507889407,1.0446805522578133,0.8687304105469784,1.0693165044084751,1.0580835545054317,1.102961479281166,1.0102965410545588,0.6553196684132456,1.2201872170953487,,,,,,
Agrilus planipennis,downstream2,152.23,Agrilus_planipennis_ott315327,353056831.0,1.1334609514291736,0.8922937087524967,0.9095826113915568,1.0438675099302368,0.8920941886709368,1.105984811042214,1.1243602052067558,0.8524809666331904,0.8465546230599843,1.068757037664434,1.0755530531295685,1.1501428476322748,1.1085680537484934,0.91182232270352,0.80919268433865,1.1592287894327065,,,,,,
Goniobranchus fidelis,upstream1,53.0,Goniobranchus_fidelis_ott574892,929280104.0,1.2402834279424562,0.9175816571320962,0.8929525883874556,0.8773765220639865,0.6779100871437678,1.2401690832637515,1.0899107408372122,0.98380863500159,1.0013904491829584,0.8255410480642544,1.2346998220261562,1.0682857717194203,1.1940150306828792,0.8713149241386224,0.7730309101889272,1.1637757464687375,,,,,,
Goniobranchus fidelis,upstream2,53.0,Goniobranchus_fidelis_ott574892,929280104.0,1.2043778291023388,0.9180410839876472,0.996169431576221,0.8316085099900898,0.6096869404175452,1.239964412970437,1.1443187474302596,1.0638105878728163,1.1315139703810917,0.8249172788648533,1.0602441717397768,0.9919407231531424,1.1468422236347071,0.9379835290921608,0.7407273329108082,1.154188736903439,,,,,,
Goniobranchus fidelis,exon,53.0,Goniobranchus_fidelis_ott574892,929280104.0,1.263367795522692,0.9700708131798284,0.8631707760338377,0.8400300794618205,0.5056394247285408,1.323735582968533,1.1830469112832538,1.0731886606901986,1.132587029006632,0.7601625564701735,1.1128802676477587,0.9753962872304578,1.0699131528175656,0.934981068728345,0.8499982685250526,1.1515578829934388,,,,,,
Goniobranchus fidelis,intron,53.0,Goniobranchus_fidelis_ott574892,929280104.0,1.186635941541161,0.898831886882003,0.9969003495587604,0.8647478090290167,0.7085145260402023,1.1892589114525107,1.1757740079057366,0.9998345216416512,1.0196938348972482,0.8678656350358682,1.0911713894228008,1.0664081051147851,1.192109242793543,0.9824348413426952,0.5388643928180867,1.1839690011280557,,,,,,
Goniobranchus fidelis,downstream1,53.0,Goniobranchus_fidelis_ott574892,929280104.0,1.150835387678425,0.9746768575404098,0.9820533004957098,0.7853694516094757,0.6217561970944291,1.2150459404647922,1.2052597199034198,1.0572285202410032,1.1328305055989911,0.756184583881713,1.060882044327904,1.047324140642037,1.1365999357265733,1.022860410449887,0.684079676370063,1.1811223111015026,,,,,,
Goniobranchus fidelis,downstream2,53.0,Goniobranchus_fidelis_ott574892,929280104.0,1.2436085793313445,0.919278256181158,0.8854469004464016,0.870023604740998,0.6922381776335518,1.198233325112724,1.188528167206557,0.9316518097189588,1.027118404517826,0.8868107543894604,1.0775097438944443,1.0847079333682252,1.1523795503429577,0.8780969876852225,0.7465237020693425,1.2566171889524316,,,,,,
Goniozus legneri,upstream1,110.56,Goniozus_legneri_ott251688,140141882.0,1.118053385874186,0.985003716145108,0.8345149888921217,0.965160406908702,0.8450385426091847,1.1134509596948656,1.0457763822415875,1.0289081224059002,1.0362733882926194,0.965419208310428,0.8891275320951588,1.1067613322206025,1.0486686273006998,0.8261369074516999,1.35126694352986,0.9057940631753282,,,,,,
Goniozus legneri,upstream2,110.56,Goniozus_legneri_ott251688,140141882.0,1.1234785319612957,0.9847045343421634,0.866607429788324,0.921918260089748,0.8197903058067573,1.1194391341768508,1.0811485250201909,1.049355874414139,1.0275293172130993,0.9676508451016052,0.9364994425433856,1.078177264373941,1.0660335292165497,0.8279292612592549,1.1981770646141752,0.9792586948927932,,,,,,
Goniozus legneri,exon,110.56,Goniozus_legneri_ott251688,140141882.0,1.0686932937582203,0.9984765635869036,0.9599536340871622,0.9116928855190212,0.7595436427724743,1.130688546972802,1.1952307525021093,1.0595906237085706,1.112629559141021,0.8566140502816044,0.90724571905657,1.0749154941241,1.1139535165821222,0.9723456971961172,0.8563920010049257,1.0035841299624568,,,,,,
Goniozus legneri,intron,110.56,Goniozus_legneri_ott251688,140141882.0,1.1147598992686605,0.9954910509932748,0.8553885969497982,0.917771878655945,0.8539738544329104,1.1155394379829024,1.0227566588680213,1.0513302000917,1.0319676612080035,0.9238704462455116,0.909901869115222,1.1061865365038446,1.0663597964421403,0.836271630611488,1.2706975106891696,0.973250925417406,,,,,,
Goniozus legneri,downstream1,110.56,Goniozus_legneri_ott251688,140141882.0,1.0591842675693226,0.9573969268538858,0.9788781512027503,0.895702690990431,0.8011944857795693,1.1491951148956203,1.13115453247081,1.071902142898021,1.1121451928575818,0.870924951403156,0.905904190453025,1.092449081467428,1.0940304540005246,0.9653041397368922,0.931230080656932,1.0001638150119632,,,,,,
Goniozus legneri,downstream2,110.56,Goniozus_legneri_ott251688,140141882.0,1.0646109545085347,1.0112958988567664,0.818656407828941,0.9721892638492584,0.8778950819367661,1.0675650423084824,1.1397559261221395,1.0066586338117596,1.0124231629005065,0.9803660045884016,0.9109189764026016,1.1158611197244506,1.149073077400828,0.8012293966587548,1.2043097932297622,0.9362706831965308,,,,,,
Heliothis virescens,upstream1,47.49,Heliothis_virescens_ott742356,404004474.0,1.1456274597172675,0.9246888842416032,0.8744616142604078,0.9987640742914996,0.8087635272654021,1.1044814845243818,1.167494965106133,0.9903826390370136,0.9478571621012436,1.0522843825146122,0.9079245223612504,1.088671116529402,1.144373140560404,0.8914681471773496,1.0015853621277244,0.9338971214482922,,,,,,
Heliothis virescens,upstream2,47.49,Heliothis_virescens_ott742356,404004474.0,1.1383376493648878,0.926535281468798,0.9160490367895716,0.9703893885210068,0.8248336504701616,1.120615042226532,1.145793853687885,0.9505090254111614,0.9600497742225828,1.0180698679459632,0.9285427806842356,1.1188649244171422,1.0921016978016147,0.9037106976904692,0.9856465161557352,1.0097491277226711,,,,,,
Heliothis virescens,exon,47.49,Heliothis_virescens_ott742356,404004474.0,1.0476971198259777,0.9664682273365448,1.0205770787772357,0.9537852992861046,0.7744240355362911,1.0495073968386244,1.264456807518839,0.9665145538341088,1.0666108342929903,0.8964092187979262,0.8638512104298206,1.1375987386916877,1.0949990763083568,1.1185246875532049,0.8298117948633356,0.9560943122253168,,,,,,
Heliothis virescens,intron,47.49,Heliothis_virescens_ott742356,404004474.0,1.1200100929445556,0.9312497109338048,0.938198472447539,0.9835616025274218,0.9094953481298436,1.1099602889407254,1.0681715035993795,0.9004593013989285,0.8855284475918809,0.9976732337958488,1.0189915706043562,1.1495213625658431,1.0743276570884797,0.9321284053610976,0.932760307446422,1.0660915525580787,,,,,,
Heliothis virescens,downstream1,47.49,Heliothis_virescens_ott742356,404004474.0,1.036030851477586,0.9195007782890664,1.0587259823949806,0.9178097048954884,0.8475464340242711,1.134720314767521,1.1598371713858604,0.944579863961652,1.0810097378710208,0.8944916176063622,0.8758733510121959,1.1240531841970465,1.0462282566575003,1.0755072407889503,0.852049097902548,1.0488356319453864,,,,,,
Heliothis virescens,downstream2,47.49,Heliothis_virescens_ott742356,404004474.0,1.083023569934532,0.9450797814209466,0.923615869340324,1.0310129709512303,0.931588132564886,1.070753926023824,1.1346116381004068,0.8394642253279055,0.8749756788543671,1.0439766803382042,1.0162611874365788,1.1462355173931786,1.1118470006909296,0.9103561578478728,0.8325728475163872,1.1479401546549808,,,,,,
Ancylostoma duodenale,upstream1,3049.25,Ancylostoma_duodenale_ott332059,332875813.0,1.2036441766936696,0.8832583964539206,0.9979709367110348,0.9345839520319216,0.7072116023540308,1.163739978857448,1.072661321788982,1.0276709182529224,1.08250685804514,0.9149823283168956,0.9382812259268104,1.0956071994435663,1.1355610342811446,0.9689965706579956,0.9459048190726692,0.9387267683404502,,,,,,
Ancylostoma duodenale,upstream2,3049.25,Ancylostoma_duodenale_ott332059,332875813.0,1.116793732608047,0.9060748649725788,1.0535518048776935,0.932870598752114,0.6962610688063621,1.1454298371866074,1.0699459032027572,1.0995224721130177,1.1374033692349634,0.9205076213361734,0.9201665547795008,1.0279712680869324,1.1615104123486613,0.984207051342174,0.9150563138364388,0.9046775196869272,,,,,,
Ancylostoma duodenale,exon,3049.25,Ancylostoma_duodenale_ott332059,332875813.0,1.0842689404775376,0.9923701602240222,0.9915402110929772,0.9219640213592328,0.6173065730749189,1.0727163108584212,1.232795399889819,1.172804375335581,1.2072580800861283,0.8693776936413211,0.8119727634020293,1.0310603221627668,1.0858658210584682,1.10232405205039,0.927000803405844,0.8842811017004483,,,,,,
Ancylostoma duodenale,intron,3049.25,Ancylostoma_duodenale_ott332059,332875813.0,1.1707754201444198,0.8899388718941798,1.0450145985503472,0.9248826208999382,0.7478514746622726,1.1528152512201268,1.054385060266697,1.0359167219363965,1.050710870510381,0.934098589517928,0.91547892271718,1.078251711011812,1.1585926688664203,0.9706618263737644,0.8828966447571562,0.9722202960504268,,,,,,
Ancylostoma duodenale,downstream1,3049.25,Ancylostoma_duodenale_ott332059,332875813.0,1.0520220731370622,0.9256836562877164,1.0701043165906112,0.892610277896094,0.6798418543952812,1.133216216687648,1.1554002025646697,1.1354458231338314,1.2070158220225025,0.8880415688874448,0.8308395465072957,1.0234008710594351,1.1027383783346687,1.0598331004548445,0.8962448510079621,0.9489319602274218,,,,,,
Ancylostoma duodenale,downstream2,3049.25,Ancylostoma_duodenale_ott332059,332875813.0,1.1519313696414868,0.9214945839676688,0.9719339422182895,0.9685523514390648,0.7738393697315207,1.0877521466253413,1.1368041980685517,0.9994026134446636,1.052275255990366,0.9864059632629129,0.8852095723318786,1.0772868464181449,1.1650575625065034,0.9636183766461334,0.8859175331375654,0.9635651232942416,,,,,,
Sabella spallanzanii,upstream1,1825.0,Sabella_spallanzanii_ott415986,1374264074.0,1.1156189104482368,0.9539918856245326,0.9028703021495584,0.966675981297071,0.8038620915347334,1.1100832129091978,1.2292310715736512,0.9323292379908232,0.941205791823932,0.9741590552175003,1.14473729451962,1.0154047827635426,1.2190457307859168,0.8994918757384711,0.5947126345198722,1.1810466195849767,,,,,,
Sabella spallanzanii,upstream2,1825.0,Sabella_spallanzanii_ott415986,1374264074.0,1.104032987855094,0.9299001379491676,0.957590579972346,0.9784984493272632,0.7678458636985714,1.129989321358159,1.2288564141382947,0.9429947387723504,0.9672861518392556,1.01243967508148,1.0536007594571022,0.9743122062772096,1.2534782970717222,0.8858311694161569,0.6166917095797224,1.1683809692224831,,,,,,
Sabella spallanzanii,exon,1825.0,Sabella_spallanzanii_ott415986,1374264074.0,1.0173324269694028,0.8941382800427414,1.0879085269447013,1.003105619046118,0.6089118584131511,1.0759983150640904,1.3620344509543578,1.0695585814838409,1.1166926869789988,0.9633821377019056,0.9199826277288956,0.9061778410933964,1.2668789781584031,1.121477890473593,0.546812148389095,1.0448173133960066,,,,,,
Sabella spallanzanii,intron,1825.0,Sabella_spallanzanii_ott415986,1374264074.0,1.1353799912779208,0.9454475723567752,0.9063153923382272,0.959079423055562,0.7930432346674986,1.1096037512302743,1.1975445371718263,0.964256752551649,0.9488486711975284,0.9755205837928806,1.1724388342094234,0.9489825314916196,1.1957817731247995,0.9221720177944956,0.615897590820109,1.1925380570125197,,,,,,
Sabella spallanzanii,downstream1,1825.0,Sabella_spallanzanii_ott415986,1374264074.0,1.0352766703230047,0.8598353827974189,1.0668595522794084,0.9896483326401432,0.6958686170313519,1.147843474627373,1.2787891867418066,1.0304074443925872,1.125068825101288,0.9404911488292592,0.9707139904590352,0.8956916673318801,1.2199192151493576,1.0937273649477526,0.5437674235716946,1.0888539053498956,,,,,,
Sabella spallanzanii,downstream2,1825.0,Sabella_spallanzanii_ott415986,1374264074.0,1.1060664461282506,0.9316473105679656,0.921009872661672,1.0166760758333404,0.7944647928186315,1.0606456405814204,1.288407823083816,0.9525885675900708,0.9443312641318028,1.0491787405974038,1.0790380316872796,0.9256676279191738,1.2575674178073395,0.9589083948603084,0.5096708032970579,1.135503450458687,,,,,,
Teladorsagia circumcincta,upstream1,291.4375,Teladorsagia_circumcincta_ott428054,700607159.0,1.1941777200260673,0.912660353382498,0.9911304494666864,0.9006948661944295,0.702007590307489,1.1687990419811651,1.0747461698736327,1.0428004437175762,1.0741672806206477,0.9282517207798712,0.9182742147451745,1.0956718473766212,1.1114315225973874,0.9428141942763012,0.983933751053248,0.9620503856134444,,,,,,
Teladorsagia circumcincta,upstream2,291.4375,Teladorsagia_circumcincta_ott428054,700607159.0,1.1530791743938331,0.9390190831346557,0.9991802472937272,0.8901262748097578,0.6794722935865116,1.1252249564912191,1.093275796283752,1.1343004331566915,1.1238310576611712,0.926429409790763,0.9166372123258326,1.032511260207136,1.1374114962701762,0.9744705756679022,0.956124474046539,0.9096794680802006,,,,,,
Teladorsagia circumcincta,exon,291.4375,Teladorsagia_circumcincta_ott428054,700607159.0,1.1150509580059311,0.9962005872029448,0.962935650109928,0.9079342240588936,0.6096467534096769,1.0898309417701892,1.217617697994264,1.1849663969018651,1.1888374219045756,0.882149517851672,0.8111012544064155,1.0406590075895363,1.0874917894757627,1.0591410579438394,0.9785211232949248,0.869510710478262,,,,,,
Teladorsagia circumcincta,intron,291.4375,Teladorsagia_circumcincta_ott428054,700607159.0,1.185761624701816,0.9003674486665022,1.0200267048207643,0.8985979160184749,0.7167015492051994,1.1720227119047149,1.0562301011152486,1.0535889707282122,1.061667161750357,0.9126471419119286,0.9522821275685316,1.0731278111556233,1.112212547952974,0.9781523192640432,0.9233558671589251,0.9795073016087744,,,,,,
Teladorsagia circumcincta,downstream1,291.4375,Teladorsagia_circumcincta_ott428054,700607159.0,1.0902832013449946,0.9234002891260222,1.0263494332570056,0.882987677524428,0.6602808519019406,1.1533867416698529,1.1425417608106596,1.16010235943116,1.1945992532859526,0.8858957760590589,0.8462341186132231,1.030381749212607,1.0961530921718723,1.0273291038721173,0.9615462252568586,0.921574492149563,,,,,,
Teladorsagia circumcincta,downstream2,291.4375,Teladorsagia_circumcincta_ott428054,700607159.0,1.166357804062755,0.9290684934893884,0.9741214839988178,0.9286984461278266,0.7437171224743148,1.1011020573109842,1.1305149845128803,1.0289762104791669,1.074779552976363,0.9780459505203096,0.8780575594566589,1.0664212536165294,1.1485435235506516,0.9435545067480564,0.9270119947638658,0.9768193885470648,,,,,,
Trichoplusia ni,upstream1,35.2,Trichoplusia_ni_ott167935,368226961.0,1.1470248670059169,0.9035573280499042,0.8662517546851352,1.0328580370290528,0.8391305123621186,1.091246063104992,1.1747542104050586,0.9673676321841932,0.9112806920498868,1.0886611122429857,0.9137277857438576,1.0816453488079685,1.1245058632364198,0.9194597152165944,0.9910611618322532,0.9190051038812194,,,,,,
Trichoplusia ni,upstream2,35.2,Trichoplusia_ni_ott167935,368226961.0,1.1251532189384783,0.9179122758891058,0.9290774215575702,0.9913745937422208,0.8609065954790968,1.108630778203559,1.113431001133439,0.943369402576324,0.9469970580567888,1.0284766259343916,0.9335461809798486,1.116904420332396,1.0693207450623663,0.927247818141309,1.0130212476073504,0.9856936583879984,,,,,,
Trichoplusia ni,exon,35.2,Trichoplusia_ni_ott167935,368226961.0,1.0594589847098008,0.9531263672184764,1.020498202160265,0.9518150393493536,0.7760009309662705,1.067700456238151,1.2413303283879291,0.976115715642681,1.0645862989809944,0.8966825035729646,0.8737750663833106,1.127573338278234,1.0796401901697097,1.1159514469306548,0.8414781564723807,0.9625456224805388,,,,,,
Trichoplusia ni,intron,35.2,Trichoplusia_ni_ott167935,368226961.0,1.10582438641889,0.9310671519156232,0.937852318618656,1.0062027950331751,0.9130717999904204,1.0887053918994902,1.0918736340194846,0.9064151360774536,0.8839727376750343,1.0336188730124252,0.984726383216272,1.1253067191164363,1.095290050500335,0.9294635749294492,0.905906759834048,1.0609567839363845,,,,,,
Trichoplusia ni,downstream1,35.2,Trichoplusia_ni_ott167935,368226961.0,1.0517144223949264,0.904957881482822,1.04676466762345,0.922263114999357,0.8379711713198525,1.1508011650558778,1.161154195724302,0.9448231926735932,1.06415431882037,0.905441575072078,0.8835524116181211,1.1253695591457156,1.045738594336874,1.069125513038624,0.8675055300345332,1.039467954660252,,,,,,
Trichoplusia ni,downstream2,35.2,Trichoplusia_ni_ott167935,368226961.0,1.075334421345528,0.9315096634516415,0.9430888857430793,1.05708950406252,0.9393495605195364,1.058758962041806,1.1447214645023875,0.8401498697718642,0.8682663102025082,1.0812886374579491,0.9776624124689768,1.1200170837191743,1.1144290621213868,0.9292582083760876,0.8077578256421628,1.1217011701387842,,,,,,
Dirofilaria repens,upstream1,2653.2,Dirofilaria_repens_ott232965,99578628.0,1.113190087599572,0.9994666475986308,0.9242629675467274,0.8143085412799993,0.778096447800255,1.1143235315963431,1.0920670896197588,1.1203261086873568,1.1502462943265617,0.8230527260388281,0.945814233306996,1.1817005857527938,1.1553186163286633,0.8974315838323307,0.992931677277317,0.9096411146776432,,,,,,
Dirofilaria repens,upstream2,2653.2,Dirofilaria_repens_ott232965,99578628.0,1.1063365065848343,1.0194160096205098,0.9013966663771974,0.8401792481511114,0.7460666400902402,1.1360159134786034,1.0996626172597523,1.1258535407109185,1.1233985897274168,0.8484712672221308,0.9458908243010936,1.1439138910263715,1.200326451277653,0.8244649326136952,1.0647154217332566,0.8823928591605175,,,,,,
Dirofilaria repens,exon,2653.2,Dirofilaria_repens_ott232965,99578628.0,1.1169024374409715,1.0590841616012103,0.84308495901735,0.884291548709491,0.677884698307875,1.1259309091131282,1.263147507913475,1.084934228086652,1.1112111539176752,0.8376718414539075,0.8501909160783344,1.189554345891409,1.174304920544759,0.905792959756832,1.0110122872530658,0.8485606183514411,,,,,,
Dirofilaria repens,intron,2653.2,Dirofilaria_repens_ott232965,99578628.0,1.1547290651929891,0.9529076893455904,0.9642231139964064,0.8009558024640758,0.7735334462045192,1.1357059382703056,1.0696058728998574,1.11294661266191,1.1215906456467046,0.8344305997150026,0.8688356335509945,1.2296883343622116,1.1768603723901314,0.9123409643541828,0.9128388066972936,0.9277772028108568,,,,,,
Dirofilaria repens,downstream1,2653.2,Dirofilaria_repens_ott232965,99578628.0,1.1121474101470852,0.9896902912896696,0.9026063355292891,0.8256668285890711,0.7199541490163961,1.162732220023079,1.1752075881289985,1.1046174385930374,1.1287913746926572,0.8199298127703601,0.8922734951218816,1.2139484458891745,1.1495685491703025,0.919147691621962,1.004069372046322,0.9042192334661476,,,,,,
Dirofilaria repens,downstream2,2653.2,Dirofilaria_repens_ott232965,99578628.0,1.1544114111383272,0.962805147064027,0.924076236874386,0.8124729470543528,0.7668104587939324,1.10769702843632,1.1471174560328523,1.095988369626446,1.1420280494135957,0.8492268402220867,0.8694221783341312,1.2452925220210014,1.1583861853724848,0.9357273283878011,0.883769175726563,0.91756511284556,,,,,,
Octopus insularis,upstream1,172.0,Octopus_insularis_ott2868282,1617927582.0,1.1086629895791058,0.9143816102961312,0.99112809004636,0.970401392932151,0.8117238890194037,1.0720452793666588,1.2260959726791965,0.9731334447770902,1.012177805469848,0.9844985313767756,1.0560630839801814,0.9480308752390864,1.1457751386427806,1.031705931737607,0.5365591411943441,1.1592227386492406,,,,,,
Octopus insularis,upstream2,172.0,Octopus_insularis_ott2868282,1617927582.0,1.129033040682475,0.9212918526907408,0.9653559362321223,0.9650756620366804,0.714998080321911,1.112642664276331,1.246823453310907,1.016494679335434,1.108357119967806,0.9401800982042802,0.988342420248032,0.9409744441109944,1.1757088085582763,0.9897543287236948,0.6498374424735197,1.0827178976887122,,,,,,
Octopus insularis,exon,172.0,Octopus_insularis_ott2868282,1617927582.0,1.1180362869333311,0.9239730847258876,0.9580324631402688,0.961645177273752,0.6490720016669457,1.1065121002781944,1.3133378775034192,1.0738659527380614,1.1611497984019583,0.9059654272642363,0.9337187935719706,0.9236278428561204,1.1039188158120934,1.0861480228452882,0.7110735573045733,1.0511234578787176,,,,,,
Octopus insularis,intron,172.0,Octopus_insularis_ott2868282,1617927582.0,1.1026909061047476,0.9173047572395272,1.025249304675321,0.97030650237596,0.7758426700661153,1.062583523748278,1.282509885589378,0.9757321106959947,0.9574596635990746,0.9887871027055146,1.0839780789805042,0.9745889680508784,1.3084017954473484,1.0355812581057326,0.301269776722418,1.128131851211467,,,,,,
Octopus insularis,downstream1,172.0,Octopus_insularis_ott2868282,1617927582.0,1.0844181055470696,0.8715163402900509,1.033050351077521,0.9599345229266488,0.7109621849796192,1.135771241859429,1.257805134743747,1.059264442562087,1.1385483215260572,0.8740679749914174,0.9649394893834888,0.9488868702909146,1.1399642305154114,1.1535771707077915,0.5937052865706052,1.0365156311102257,,,,,,
Octopus insularis,downstream2,172.0,Octopus_insularis_ott2868282,1617927582.0,1.1253480214552958,0.9212063341618674,0.9594613015024276,0.9787992514447956,0.77770517865944,1.0955853237780837,1.2352396391907483,0.97341941402889,0.9697464915644748,0.9673108783479486,1.146331718109526,0.9872519085249402,1.2734813106890663,0.9807200596341068,0.4033067126311123,1.1167486481602449,,,,,,
Brugia malayi,upstream1,2677.305,Brugia_malayi_ott295367,87155713.0,1.142610139134666,0.9247615143717496,0.9590522037787164,0.9175567878264792,0.7683657583609675,1.1366844290538924,1.1075029001454466,1.0462477603098814,1.0819303393007145,0.8936064639627624,0.9678643618872934,1.1306226757386315,1.1819348707586896,0.9401427712635136,0.8537354898434565,0.9119829230601532,,,,,,
Brugia malayi,upstream2,2677.305,Brugia_malayi_ott295367,87155713.0,1.1252679625119564,0.962645643064412,0.9318377695038076,0.913377643886253,0.7476839160247367,1.1429598229513642,1.1130800857521983,1.0596823251651015,1.0734771104683862,0.9126816750564964,0.9469550961363152,1.1051492243068752,1.2046238999712964,0.8750310084696656,0.9617273552762728,0.9045939721465004,,,,,,
Brugia malayi,exon,2677.305,Brugia_malayi_ott295367,87155713.0,1.1164497011131431,1.0370928094615002,0.8583896732831345,0.9170710216711108,0.6787187687426728,1.1217878014625646,1.2704370434496115,1.0598068122637896,1.1004200283761836,0.8688327884709627,0.849248440226083,1.1616217010862724,1.1824522509162936,0.9243630472817354,0.973104425706572,0.8592402312576413,,,,,,
Brugia malayi,intron,2677.305,Brugia_malayi_ott295367,87155713.0,1.1744527085526353,0.9039858466029386,0.9935346614769576,0.8907029839974885,0.7680838707132943,1.1484759133964024,1.0778762871211818,1.0505611290480037,1.0639329119007828,0.8967377002157239,0.8892671507722284,1.1689033033432497,1.2006232579121705,0.9382953928522664,0.813976829730361,0.9373479459665652,,,,,,
Brugia malayi,downstream1,2677.305,Brugia_malayi_ott295367,87155713.0,1.1016467438174415,0.9593762058416544,0.9154295980928748,0.8941238935133695,0.7205140784736488,1.1662170616334109,1.1970815500177774,1.0599867504606535,1.1291902857928602,0.843772209244193,0.8948277139482194,1.169275669544642,1.1674938374863757,0.9452799689660448,0.9389432665057208,0.899703035142168,,,,,,
Brugia malayi,downstream2,2677.305,Brugia_malayi_ott295367,87155713.0,1.189224123624224,0.9071708520310376,0.939964272795618,0.8973749627073432,0.7432335521354559,1.1371871758299583,1.1429048059887092,1.0410972571409352,1.0872799592404774,0.8974861375273288,0.925099794400534,1.1711794747555015,1.197676284497235,0.9357416814313034,0.8147185444601471,0.9343197444701078,,,,,,
Macrostomum lignano,upstream1,627.2916667,Macrostomum_lignano_ott735030,764410778.0,1.0529003644732076,0.9585391217548476,1.1847192991553444,0.8137405260062196,0.8876394476898659,1.0611866945768722,1.10162445873481,0.9744518592217029,0.9342290643899306,0.9160241294265477,1.0218052914796831,1.1934295957578482,1.1524841377853914,1.0463867879954172,0.5730499037863362,1.1166397369400989,,,,,,
Macrostomum lignano,upstream2,627.2916667,Macrostomum_lignano_ott735030,764410778.0,1.117542431382112,1.013201231814943,1.1003930377406888,0.7627250263294759,0.7935835705870902,1.1409568661349057,1.1467002109404234,0.9478477954183332,0.905366605979731,0.8154335615760328,0.8722550862920374,1.417402024292522,1.17763055442905,1.0004793762501998,0.8487657984711486,0.9394188225093412,,,,,,
Macrostomum lignano,exon,627.2916667,Macrostomum_lignano_ott735030,764410778.0,1.1001463386646555,1.0052443687890078,1.0744772237548232,0.850230981252152,0.6272569982972225,1.04045525953333,1.2426417981999334,1.0045468920433305,1.0873912338579237,0.7870022625798744,0.8111540940137197,1.2600239991221258,1.0957826873566043,1.1818376207001124,0.960942537680976,0.8521996207985829,,,,,,
Macrostomum lignano,intron,627.2916667,Macrostomum_lignano_ott735030,764410778.0,1.0545462863598305,0.9796037617645356,1.1979892337528484,0.781525125784119,0.8327881786610601,1.0056351442803708,1.1408916145820802,1.0635092741735646,1.0482694788820366,0.8944278564970806,1.0174946199679826,1.0512932225160347,1.111010088108444,1.1180499918515103,0.5537781002942264,1.1322139187244378,,,,,,
Macrostomum lignano,downstream1,627.2916667,Macrostomum_lignano_ott735030,764410778.0,1.1133609490423348,0.9519237414696936,1.0402658999194263,0.810779006057149,0.7278318356798686,1.1020925164499964,1.2207375248111871,0.951124192269352,1.1378252769694466,0.7603407311889848,0.8388798064448392,1.2658438251478208,0.9986571844871,1.2231427840790745,0.9398380246254816,0.912019557290829,,,,,,
